,Term,RawCounts
22641,Rambo,1
22642,detentions,1
22643,sell-by,1
22644,line-up-outside-the-door-and-you-can't-come-in-until-you're-quiet,1
22645,if-you-get-there-before-me-go-in-and-get-on-with-something,1
22646,OK-let's-discuss-this-together,1
22647,don't-answer-back-I'm-in-charge-here,1
22648,right-I-warned-you-off-to-the-Head's-study,1
22649,I'll-pretend-I-didn't-hear-that,1
22650,Worst,2
22651,heavy-duty,2
22652,Glen,9
22653,well-liked,1
22654,percussion,1
22655,Morris,2
22656,violin,5
22657,misbehaved,1
22658,Sandra,5
22659,dismembered,2
22660,glockenspiel,3
22661,tuba,1
22662,Sharon,2
22663,cookery,3
22664,Andy,1
22665,heavy-metal,1
22666,confetti,1
22667,re-enters,1
22668,resumes,1
22669,proves,2
22670,whatsoever,2
22671,plugged,1
22672,Rechargeable,1
22673,Humanoid,1
22674,Machines,2
22675,fed-up,2
22676,[,9
22677,],17
22678,Proverbs,2
22679,17:5,1
22680,4:20–21,1
22681,photocopy,2
22682,God-likeness,1
22683,Therefore,16
22684,Sheep,2
22685,Goats,2
22686,25:31–46,1
22687,Citroën,1
22688,2CV,1
22689,chuffed,1
22690,exams,1
22691,re-enter,2
22692,hurtful,6
22693,grudges,2
22694,expense,2
22695,relationships,7
22696,100,11
22697,runners,2
22698,hurl,1
22699,discus,2
22700,Harrison,1
22701,competitor,1
22702,manages,3
22703,measly,1
22704,25cm,2
22705,800,2
22706,×,12
22707,relay,2
22708,emotional,3
22709,athleticism,1
22710,versatility,1
22711,humility,1
22712,kneels,1
22713,Outstanding,1
22714,Sportsperson,1
22715,Decade,1
22716,Securicor,1
22717,fitness,1
22718,foods,2
22719,super-fit,1
22720,minimum,2
22721,Hurling,1
22722,putt,4
22723,cannon-ball-like,1
22724,amounts,6
22725,congratulatory,1
22726,whilst,1
22727,ever-improving,1
22728,Darren,9
22729,Kirkby,2
22730,Jaz,14
22731,humanoid,1
22732,Winnie,1
22733,Pooh,2
22734,diminish,3
22735,competed,1
22736,wally,7
22737,78cm,1
22738,Phew,4
22739,50cm,1
22740,sympathic,1
22741,90cm,1
22742,gram,5
22743,preserving,1
22744,super-human,1
22745,mid-launch,1
22746,thrower,2
22747,fateful,1
22748,bag-snatching,1
22749,skived,1
22750,Daily,1
22751,EXACTLY,1
22752,"2,000",2
22753,Herod,21
22754,14–29,1
22755,execution,3
22756,Baptist,3
22757,Herodias,5
22758,faults,1
22759,Bullies,2
22760,Rick,1
22761,brick-laying,1
22762,students,34
22763,rashly,1
22764,requested,2
22765,basically,1
22766,exploits,4
22767,in-crowd,1
22768,Sad,3
22769,top-spot,1
22770,strop,1
22771,Pharisees,1
22772,Luke,3
22773,13:31,1
22774,responds,2
22775,cures,2
22776,13:32,1
22777,parent(s),2
22778,12:18,1
22779,persecute,1
22780,12:14,1
22781,considers,2
22782,12:17,1
22783,potentially,1
22784,28–30,1
22785,Damnation,16
22786,playgrounds,2
22787,crocodiles,3
22788,marmalade,4
22789,perils,2
22790,the-e,1
22791,List,3
22792,Potential,1
22793,Playground,2
22794,Perils,3
22795,Larger,3
22796,netball,1
22797,Daz,4
22798,Maz,1
22799,Peril,3
22800,encountered,3
22801,furthermore,1
22802,19,12
22803,wimpy-never-let-anyone-know-that-you-goto-church,1
22804,prays,1
22805,Witnessing,7
22806,'Damnation',1
22807,unloving,1
22808,Hazard,1
22809,arrives,11
22810,survey,3
22811,select,1
22812,Niner,6
22813,meets,5
22814,Uh,26
22815,Undaunted,1
22816,dawns,1
22817,hastens,1
22818,squirted,1
22819,doughnut,1
22820,salvation,5
22821,Witnessed,1
22822,Alternatively,2
22823,BUT,2
22824,witnessing,5
22825,3:14–16,1
22826,gentleness,2
22827,'Is,1
22828,'How,1
22829,writers,2
22830,REALLY,2
22831,IMPORTANT,1
22832,requires,4
22833,Spend,1
22834,bookshop,1
22835,pestering,3
22836,Non-Christians,1
22837,KNOW,4
22838,solar,6
22839,flukes,1
22840,viewpoint,1
22841,guarantees,1
22842,Christianity,6
22843,Harold,2
22844,Neighbours,3
22845,abusive,1
22846,wallies,1
22847,DOES,2
22848,Spirit,4
22849,non-Christian,6
22850,her/himself,1
22851,roles,2
22852,Loving,3
22853,Grovey,14
22854,Groovy,1
22855,'Right,1
22856,down',1
22857,videos,2
22858,trendy,3
22859,up-to-date,1
22860,pullovers,1
22861,involves,4
22862,alias,1
22863,outbreak,1
22864,humoured,1
22865,nose-holding,1
22866,'Daz',1
22867,pauses,2
22868,twenty-nine,3
22869,Twenty-nine,2
22870,understatement,2
22871,flabber,1
22872,gasted,1
22873,copying,3
22874,angrier,4
22875,candidate,1
22876,unhappily,2
22877,–,22
22878,chop-sticks,1
22879,blindfolded,4
22880,purposes,2
22881,respecting,2
22882,LOVE,2
22883,suffocates,1
22884,slobbering,2
22885,Ermentrude,2
22886,brain-boxes,1
22887,Smarts,3
22888,Roman,4
22889,healer,1
22890,richer,8
22891,poorer,3
22892,wrongly,1
22893,Corinthians,1
22894,13:1–8,1
22895,gong,1
22896,conceited,1
22897,checklist,1
22898,Y/N,9
22899,EVERYONE,4
22900,Aim,1
22901,Golden,9
22902,Lunch-times,1
22903,invites,1
22904,involve,2
22905,Belinda,15
22906,Buckle,4
22907,Morrison,1
22908,life-long,1
22909,Plan,2
22910,Dearest,1
22911,justifiably,1
22912,literary,2
22913,fairest,1
22914,BB,4
22915,Poem,1
22916,DL,1
22917,masterpiece,1
22918,middle-men,1
22919,middle-women,1
22920,alternatives,1
22921,Class,1
22922,Paper,1
22923,Aeroplane,1
22924,constructing,1
22925,four-wing,1
22926,Folding,1
22927,'plane,2
22928,message-bearing,1
22929,Jason,62
22930,Drew,1
22931,Rebecca,25
22932,Bradshaw,2
22933,Becky,6
22934,overheat,1
22935,overtaken,2
22936,Aaargh,1
22937,Jewish,8
22938,twelve-and-a-half,1
22939,HOWEVER,1
22940,friendships,6
22941,girl/boy,1
22942,misleading,1
22943,version,5
22944,31:30,1
22945,Beauty,3
22946,skin-deep,1
22947,3:4,1
22948,guys,1
22949,Levi,1
22950,Reebok,1
22951,Commandments,1
22952,Exodus,3
22953,20:17,1
22954,unthinkingly,1
22955,Respect,2
22956,2:17,1
22957,Concise,1
22958,Dictionary,1
22959,degrading,2
22960,injuring,1
22961,esteem,1
22962,Philippians,2
22963,2:3,1
22964,2:4,1
22965,girl/boyfriend,1
22966,superglued,1
22967,boy/girl,1
22968,Create,1
22969,acrostic,1
22970,RESPECT,1
22971,Enjoying,4
22972,prospectus,8
22973,handbook,1
22974,surviving,2
22975,sirens,3
22976,vehicles,5
22977,Kidminster,3
22978,tutorial,1
22979,values,27
22980,Gross,1
22981,Deceit,1
22982,Pupils,2
22983,Bearing,1
22984,8.45,1
22985,terminal,3
22986,Barnes,10
22987,Supa-Tuta,1
22988,vandalism,2
22989,smarten,1
22990,sends,4
22991,soggily,1
22992,preparation,2
22993,mega-brain,1
22994,Cleaning,2
22995,Writing,1
22996,DF,1
22997,SM,1
22998,inconsistency,1
22999,tournament,1
23000,Monopoly,1
23001,Scruvial,1
23002,Cluedopolybats,1
23003,cribbing,1
23004,Ouija,4
23005,contacting,2
23006,accessories,1
23007,Games,4
23008,cancer,2
23009,baddies,1
23010,warns,3
23011,Activities,1
23012,spiritual,14
23013,Evil,1
23014,EVIL,1
23015,damaging,1
23016,SPIRITUAL,1
23017,POWERS,1
23018,LET,3
23019,THEM,2
23020,occult,4
23021,influences,1
23022,outlawed,1
23023,ouija,3
23024,astrology,1
23025,horoscopes,1
23026,levitation,1
23027,tarot,2
23028,séances,1
23029,REAL,1
23030,HARMFUL,1
23031,motorcycle,1
23032,repayment,1
23033,PANIC,1
23034,unstoppable,1
23035,3:8,1
23036,8:34,1
23037,negative,2
23038,GO,6
23039,IT,10
23040,assemblies,2
23041,RE,3
23042,astronaut,1
23043,984,2
23044,Understandably,1
23045,supervising,1
23046,briefing,1
23047,improvised,1
23048,seating,5
23049,Wilson,6
23050,Strict,2
23051,Friendly,2
23052,awesomeness,1
23053,inflicted,2
23054,seventh,6
23055,approaches,2
23056,Coats,1
23057,peril,2
23058,softies,1
23059,moralising,1
23060,historic,2
23061,tempers,2
23062,after-effects,1
23063,Oxfam,8
23064,9.45,1
23065,input,2
23066,intends,1
23067,9:37–38,1
23068,inventor,2
23069,Technic,1
23070,leaflet,1
23071,recipe,5
23072,designer,2
23073,lost-ness,1
23074,starring,1
23075,visual,1
23076,Scripture,3
23077,Schools,1
23078,EC1,1
23079,2NJ,1
23080,Explain,5
23081,Include,1
23082,caretakers,1
23083,biggie,1
23084,mega-important,1
23085,publicise,1
23086,publicised,1
23087,ENCOURAGE,1
23088,CHRISTIANS,1
23089,INTRODUCE,1
23090,NON-CHRISTIANS,1
23091,JESUS,2
23092,Outro,1
23093,Rip,1
23094,processor,1
23095,Chocolate,4
23096,Teapot,2
23097,Tie,5
23098,racquet,2
23099,Gro-bag,1
23100,Introduce,1
23101,gerbil,1
23102,willingness,3
23103,Exorcism,1
23104,omelette,1
23105,inedible,2
23106,Amongst,1
23107,dim-yellow,1
23108,worm-like,1
23109,unabsorbed,1
23110,primrose,2
23111,resilient,2
23112,pedal-bin,1
23113,separation,2
23114,Philippa,97
23115,flawlessly,2
23116,unvarnished,1
23117,expressive,1
23118,Gabriel,140
23119,Pride,2
23120,half-watching,1
23121,vacuous-looking,1
23122,stuntsman,1
23123,scrapped,1
23124,entertainingly,1
23125,Hosanna,45
23126,tolerance,1
23127,Separation,1
23128,diagnosed,1
23129,Onions,2
23130,diuretic,1
23131,Marks,1
23132,paintwork,1
23133,diuretics,1
23134,joie,1
23135,de,15
23136,vivre,1
23137,quagmire,1
23138,ri-,2
23139,-ply,1
23140,-poste,1
23141,quote,2
23142,intactness,1
23143,liberated,1
23144,flaw,2
23145,Leonard,1
23146,actors,1
23147,transported,2
23148,polygamous,1
23149,stingy,1
23150,Schweitzer,1
23151,Pied,2
23152,Piper,2
23153,manipulative,1
23154,Melanie,2
23155,Carousel,1
23156,Oklahoma,1
23157,wind-up,1
23158,gramophone,1
23159,hockey-ball,1
23160,goalie,3
23161,pads,2
23162,naive,1
23163,hockey-playing,1
23164,umbilical,1
23165,Hunchback,1
23166,Notre-Dame,1
23167,gypsy,1
23168,Beast,8
23169,Revolting,1
23170,triumphed,2
23171,crowing,1
23172,voltage,1
23173,heighten,1
23174,perceives,1
23175,awaken,2
23176,whiplash,1
23177,journeying,1
23178,Lear,1
23179,Cordelia,4
23180,Christina,1
23181,cardinal,2
23182,Cooper,2
23183,Salvador,1
23184,Gala,1
23185,adore,3
23186,Zeus,1
23187,Hera,3
23188,embraced,6
23189,tentacles,5
23190,Catherine-wheel,2
23191,Sparks,1
23192,night-sun,1
23193,barbecue,3
23194,helper,1
23195,massacring,2
23196,burgers,1
23197,compassionate,2
23198,tug-of-war,1
23199,static,1
23200,impotent,1
23201,sparklers,1
23202,rockets,1
23203,light-lozenges,1
23204,phutted,1
23205,MP,1
23206,charade,1
23207,cover-up,1
23208,sham,1
23209,impostors,1
23210,unconditionally,1
23211,markets,2
23212,sweetcorn,1
23213,avocado,1
23214,lettuce,17
23215,hibernated,1
23216,reborn,1
23217,doorbell,3
23218,Penelope,1
23219,redeemed,2
23220,lightless,1
23221,twins,42
23222,workmanlike,1
23223,pinewood,2
23224,Viola,1
23225,radiance,2
23226,occupies,1
23227,wavers,1
23228,stumbles,1
23229,prods,1
23230,activates,1
23231,skylarking,1
23232,diametrical,1
23233,Goliath,1
23234,yacht,3
23235,battle-ship,1
23236,sleeping-bag,1
23237,elixir,1
23238,disease,5
23239,narcissism,3
23240,reuniting,1
23241,unicorn,5
23242,flounders,1
23243,Aquarius,1
23244,loopy,3
23245,Taurus,1
23246,scoff,2
23247,Taurean,1
23248,integrate,1
23249,eluding,1
23250,bell-rope,1
23251,detest,1
23252,charlatans,1
23253,truth-evasion,1
23254,la-de-da,3
23255,reincarnation,3
23256,house-party,1
23257,tamely,1
23258,Brrring,1
23259,mid-European,2
23260,know-it-all,1
23261,rrremember,1
23262,Egyptian,1
23263,credible,1
23264,legit,1
23265,inaccessible,1
23266,reincarnating,1
23267,concoct,1
23268,fierceness.,1
23269,'Spiritual,1
23270,fairy-tales,1
23271,Hidden,1
23272,belle,1
23273,unicorns,1
23274,singular,2
23275,oblique,1
23276,esoteric,1
23277,Hush,4
23278,irises,1
23279,exclude,1
23280,whites,8
23281,spotlighted,1
23282,withstood,1
23283,fun-loving,2
23284,complicity,1
23285,Unicorns,1
23286,unspoiled,1
23287,cat-flap,1
23288,perpetually,1
23289,freshness,1
23290,immaculateness,1
23291,flatness,1
23292,reverberating,2
23293,counsel,2
23294,larked,1
23295,pasta,2
23296,borscht,4
23297,Conrad,62
23298,serviettes,1
23299,merrier,1
23300,starter,1
23301,theatricals,2
23302,arty,1
23303,nautical,1
23304,savoured,1
23305,walnuts,3
23306,Dough,1
23307,modelled,1
23308,pale-blue,1
23309,Russian-looking,1
23310,stall,3
23311,cheekily,1
23312,Russia,8
23313,Swipe,1
23314,marketeer,1
23315,enigmatically,1
23316,Skinhead,1
23317,Desperate,1
23318,ego,4
23319,stills,1
23320,film-still,1
23321,Finch,1
23322,pondering,1
23323,sexual,1
23324,Roy,2
23325,theatrical,3
23326,speechifying,1
23327,Beatles,1
23328,Joplin,1
23329,shredded,2
23330,beetroot,3
23331,lemon-coloured,1
23332,dressings,1
23333,serviette,1
23334,Groucho,1
23335,bake,12
23336,veg,2
23337,concocted,1
23338,casseroles,1
23339,Working-class,1
23340,fodder,1
23341,cessation,1
23342,sullied,2
23343,separations,1
23344,Party,3
23345,dark-haired,7
23346,low-backed,1
23347,jade,2
23348,jumpsuit,1
23349,pumps,1
23350,ear-rings,1
23351,kohl,2
23352,oil-based,1
23353,perfume,2
23354,Roma,1
23355,meditated,2
23356,Confucius,1
23357,hostess,3
23358,medallion,3
23359,Jeans,2
23360,trance-like,1
23361,loveliness,1
23362,Nun,1
23363,coffers,1
23364,Angel,2
23365,Ish,1
23366,love-trauma,1
23367,beware,2
23368,comedy,2
23369,erotic,1
23370,butch,2
23371,gem,1
23372,tarnish,1
23373,vino,1
23374,cuddles,2
23375,behaves,2
23376,long-distance,2
23377,straights,1
23378,Frighten,1
23379,paunch,1
23380,verbal,2
23381,cynicism,1
23382,infant,1
23383,anemones,2
23384,carnations,1
23385,bestowed,1
23386,sinner,1
23387,offerings,1
23388,doppelgängers,1
23389,lime-green,1
23390,minuscule,1
23391,adorning,1
23392,panther,2
23393,anemone,2
23394,plasticine,1
23395,Anemones,1
23396,daisy,3
23397,legitimacy,1
23398,typewriter,2
23399,companion-general,1
23400,lust,2
23401,erection,1
23402,beanbag,3
23403,paranoid,4
23404,Demian,25
23405,Dem,1
23406,dishing,3
23407,Tiring,1
23408,outgrown,1
23409,disabled,1
23410,springtime,2
23411,sprig,1
23412,coincidental,1
23413,Byron,2
23414,limps,1
23415,Birmingham,2
23416,Acting,1
23417,compensation,1
23418,over-statement,1
23419,compensating,1
23420,Lowry,1
23421,Philistinism,1
23422,realer,3
23423,Maggie,2
23424,Cocteau,1
23425,telecommunications,1
23426,redemption,1
23427,pseud,1
23428,morosely,1
23429,resplendently,1
23430,mid-speech,1
23431,megalomaniac,1
23432,crunch,2
23433,Wobbly,1
23434,metaphor,3
23435,terminally,2
23436,heroically,1
23437,crazed,1
23438,cuckoo,3
23439,Pretentiousness,1
23440,cocaine,1
23441,soliloquized,1
23442,kills,1
23443,existential,1
23444,shears,5
23445,lupins,2
23446,Wrap,5
23447,Cupid-woven,1
23448,Greece,8
23449,languishes,1
23450,Food,10
23451,cad,1
23452,Shush,1
23453,condescends,2
23454,criticize,2
23455,beetroot-red,1
23456,newborn,1
23457,silver-sandalled,1
23458,unafraid,2
23459,brooded,2
23460,De,1
23461,Niro,1
23462,Pacino,1
23463,celluloid,1
23464,heroes,2
23465,seaman,1
23466,reminds,6
23467,moped,1
23468,hungered,1
23469,hurly-burly,1
23470,heave-ho,1
23471,teamwork,1
23472,solitude,2
23473,unpredictability,1
23474,lemon,16
23475,morsels,1
23476,fowl-flesh,1
23477,Hunks,1
23478,trawl,1
23479,sea-flesh,1
23480,fuck,1
23481,insouciant,1
23482,waiter,4
23483,abhorred,1
23484,chanting,11
23485,mantras,2
23486,crises,1
23487,weave,3
23488,grieve,1
23489,cry-baby,1
23490,complexities,1
23491,dysfunctioning,1
23492,fertility,1
23493,rites,1
23494,styles,1
23495,persistence,2
23496,Aids,2
23497,repressiveness,1
23498,astrological,1
23499,ultimately,1
23500,graciousness,1
23501,deliciousness,1
23502,'And,1
23503,ahoy,2
23504,Wuthering,1
23505,Heights,1
23506,Kismet,1
23507,Monk,1
23508,Holiness,1
23509,Hurts,1
23510,Ugly,1
23511,hooray,5
23512,wine-filled,1
23513,morbidity,1
23514,flirted,1
23515,taxis,1
23516,magically,2
23517,irreversibly,1
23518,buddha,1
23519,disapprove,1
23520,exalted,2
23521,overbearing,1
23522,hornpipe,1
23523,warship,2
23524,ploughing,2
23525,tragically,1
23526,actor-manager,1
23527,Tinkerbell,1
23528,monkeyed,1
23529,warring,1
23530,beanstalk,1
23531,Bligh,1
23532,Neptune,2
23533,III,3
23534,red-bearded,1
23535,Renaissance,1
23536,detoured,1
23537,starlings,3
23538,S-shapes,1
23539,parabolas,1
23540,hordes,2
23541,overburdening,1
23542,teenaged,1
23543,mutely,1
23544,Rotten,1
23545,fucking,2
23546,alms,1
23547,withhold,2
23548,quarter-bottle,1
23549,donkey-jacket,1
23550,debilitating,1
23551,overseas,1
23552,wars,6
23553,charismatic,1
23554,bus-shelter,1
23555,casserole,3
23556,hunched-up,1
23557,paving-stones,2
23558,Meg,12
23559,caravan,3
23560,Labour,1
23561,sailing-boat,1
23562,galleons,1
23563,cranes,8
23564,Cranes,1
23565,nutty,6
23566,sanest,1
23567,stork,1
23568,angularity,1
23569,monstrousness,1
23570,polishing,4
23571,materialized,1
23572,sacrilege,1
23573,shoe-polish,1
23574,Cherry,1
23575,Blossom,1
23576,grape-nuts,1
23577,Nagging,1
23578,produces,2
23579,counter-force,1
23580,shoeshine,1
23581,Busking,1
23582,shoeshining,1
23583,boom,4
23584,roofer,1
23585,Property-conscious,1
23586,politics,1
23587,igloo,1
23588,Fog,1
23589,tumour,2
23590,manifested,1
23591,fabric,8
23592,organism,3
23593,toxic,1
23594,Sugar-coated,1
23595,Toxic,1
23596,defrost,1
23597,paw,10
23598,insidious,2
23599,lopped,1
23600,intrusive,1
23601,crusts,1
23602,cuddled,2
23603,impasse,1
23604,Icelandic,2
23605,Mozart,2
23606,groove,1
23607,IV,3
23608,Perspiration,2
23609,instantaneously,1
23610,condensed,3
23611,relinquish,1
23612,mascaraed,1
23613,stretch-marks,1
23614,small-boned,1
23615,white-painted,3
23616,diagonally,3
23617,divorce,3
23618,icing,22
23619,normality,3
23620,Drops,1
23621,orb-shaped,1
23622,enveloping,1
23623,shower-room,5
23624,ice-cold,2
23625,virginity,1
23626,restroom,2
23627,hangs,1
23628,pelmet,1
23629,reproached,1
23630,Gabriels,2
23631,educate,1
23632,foster,1
23633,CLIENTS,1
23634,SPEAK,1
23635,MORE,1
23636,QUIETLY,1
23637,FRONT,3
23638,BEAUTY,1
23639,ROOMS,1
23640,Ayckbourn,5
23641,suburban,1
23642,hawk-nosed,1
23643,auburn,4
23644,undeclared,1
23645,thought-processes,1
23646,interlocked,1
23647,cleverness,3
23648,actresses,1
23649,function,1
23650,distension,1
23651,outsized,1
23652,navel,2
23653,fixated,1
23654,splayed,3
23655,tribal,1
23656,wrapping-paper,1
23657,pearlized,1
23658,moonshine,1
23659,casket,1
23660,shock-waves,1
23661,O'Toole,1
23662,close-up,1
23663,magnets,3
23664,obliterating,1
23665,backdrops,1
23666,broads,1
23667,Orson,2
23668,Welles,2
23669,McAnally,1
23670,heyday,1
23671,Oooh,2
23672,playwright,2
23673,Wally,6
23674,sculpted,1
23675,mellow,2
23676,wisdom,6
23677,enduring,1
23678,penitentiary,1
23679,Gladys,1
23680,maddest,1
23681,Diane,2
23682,hesitates,1
23683,Mavis,2
23684,Pembroke,3
23685,tracksuit,1
23686,extinguish,1
23687,genitals,2
23688,frown-lines,1
23689,kidneys,1
23690,gymnasium,1
23691,dumb-bells,2
23692,wall-sized,1
23693,trauma,2
23694,cow-brown,1
23695,leotard,1
23696,nipples,1
23697,nylon,1
23698,entity,1
23699,whitish,1
23700,willowing,1
23701,wafting,1
23702,penised,1
23703,black-bodied,1
23704,black-blooded,1
23705,black-souled,1
23706,disseminated,1
23707,dry-heat,1
23708,sauna,2
23709,clients,1
23710,me-ing,1
23711,spitefully,2
23712,sizzling,1
23713,bath-salts,1
23714,stimulate,1
23715,circulation,1
23716,deposited,1
23717,postures,1
23718,anatomical,1
23719,sludge-green,1
23720,pubes,1
23721,undergrowths,1
23722,mazes,1
23723,patio,4
23724,Cleansed,1
23725,toxics,1
23726,light-rays,2
23727,pink-grey,1
23728,number-plates,2
23729,man/woman,1
23730,self-respecting,1
23731,Zen-Buddhist,1
23732,spares,1
23733,Zen-Buddhism,1
23734,rancid,1
23735,dangled,4
23736,orbs,1
23737,Northern,2
23738,Italian,3
23739,Vogue,1
23740,top-job,1
23741,units,22
23742,alternative-politics,1
23743,criticized,1
23744,bow-tie,1
23745,big-shot,1
23746,critic,2
23747,intelligentsia,1
23748,assessors,1
23749,Shit,2
23750,nail-varnish,1
23751,ascetic,1
23752,Newviews,1
23753,culture-vulture,1
23754,punk,2
23755,Professor,1
23756,Jedburgh,1
23757,randy,1
23758,Literally,1
23759,compiler,1
23760,delegate,1
23761,novelist,1
23762,review,6
23763,1900,1
23764,congratulated,1
23765,derived,1
23766,Dickens,11
23767,Intellectuals,1
23768,prurient,1
23769,pottery,2
23770,moistening,1
23771,remover,2
23772,suicide,3
23773,inappropriately,1
23774,kneel,1
23775,untouchable,1
23776,square-boned,1
23777,chess-player,1
23778,maternal,1
23779,rust-coloured,1
23780,sandal,1
23781,scourer,1
23782,sacrificing,1
23783,engulfing,1
23784,surreal,1
23785,Sculptures,1
23786,Seaweed,1
23787,weighs,7
23788,ray,2
23789,basked,2
23790,oversized,1
23791,half-beard,1
23792,chisels,1
23793,non-existent,1
23794,existentially,1
23795,deceiving,2
23796,prejudiced,2
23797,apparitions,1
23798,Outlining,1
23799,moot,1
23800,ex-lover,1
23801,metamorphosist,1
23802,time-lock,1
23803,visually,1
23804,experientially,1
23805,lovesick,1
23806,hallucinations,1
23807,Lovesick,1
23808,Material,1
23809,vibes,1
23810,breastbone,2
23811,lovelorn,1
23812,epileptic,1
23813,bled,1
23814,elders,1
23815,Olympian,1
23816,figure-length,1
23817,cravat,2
23818,heavyish,1
23819,distend,1
23820,wine-glasses,1
23821,positioned,5
23822,slugs,1
23823,unfresh,1
23824,brie,1
23825,hardening,1
23826,deferring,1
23827,Begging,1
23828,Whoops,1
23829,Irrational,1
23830,remorse,1
23831,tying,7
23832,cheese-knives,1
23833,Maurice,6
23834,pure-mindedness,1
23835,Wine-stains,1
23836,grease-stains,1
23837,corrupted,1
23838,Biblical,1
23839,homosexual,1
23840,Jo,9
23841,lady-hypnotist,1
23842,Sandy,5
23843,publisher,1
23844,Cara,1
23845,Charley,7
23846,organisms,2
23847,Lonely,2
23848,sustenance,1
23849,everlasting,2
23850,epoch,1
23851,full-stop,1
23852,tailing-off,1
23853,malingering,1
23854,dinner-party,1
23855,panache,1
23856,rubbish-chute,1
23857,lordy,1
23858,well-rounded,1
23859,Angus,1
23860,lost-in-the-wood,1
23861,Incompetent,1
23862,Ouch,2
23863,Skin,1
23864,drugged,1
23865,Horrible,3
23866,invade,1
23867,inhabit,3
23868,postmortem-s,1
23869,self-assertion,1
23870,half-empty,1
23871,sourness,1
23872,decipher,1
23873,Hung-over,1
23874,chrysanthemums,1
23875,hooch,1
23876,Actor,1
23877,superhuman,1
23878,editorial,1
23879,black-out,2
23880,conversing,1
23881,myself',1
23882,Fifteen,2
23883,O'Neill,1
23884,reserves,3
23885,Ophelia,1
23886,Sod,1
23887,narks,1
23888,paper-ash,1
23889,pale-lemon,1
23890,pillow-slip,1
23891,mascara,1
23892,eleven-year-old,2
23893,meditating,1
23894,coven,1
23895,investigator,1
23896,miaoued,1
23897,boundaries,2
23898,diametrically,1
23899,attitudes,4
23900,litters,1
23901,ritually,1
23902,murders,2
23903,worships,1
23904,slaughters,1
23905,despise,3
23906,context,1
23907,untroubled,1
23908,Space,4
23909,footlights,1
23910,Crazy,2
23911,geezer,1
23912,house-itis,1
23913,greasepaint,1
23914,neurotic,1
23915,time-warpish,1
23916,Lee-in-this-house-Lee,1
23917,unresolved,2
23918,bedcover,2
23919,forebears,1
23920,funerals,1
23921,malarkey,1
23922,VI,1
23923,victimized,1
23924,long-running,1
23925,serial,1
23926,drawing-pin,1
23927,bean-bags,1
23928,magnetic,1
23929,confront,2
23930,paving-stone,1
23931,Conflicts,1
23932,unassailable,1
23933,pale-green,3
23934,elegance,2
23935,impetigo,1
23936,geometrical,1
23937,emanated,1
23938,civilization,1
23939,Rokeya,32
23940,Hunt,1
23941,bell-button,1
23942,green-typed,1
23943,riverside,1
23944,Demons,1
23945,folk-tale,1
23946,device,3
23947,olive-shaded,1
23948,variegated,1
23949,haunts,2
23950,speaks,4
23951,autonomous,1
23952,amputated,2
23953,briskness,1
23954,Aladdin,1
23955,Hades,1
23956,over-powered,1
23957,camouflaged,1
23958,prettied,1
23959,environment,2
23960,blossoming,1
23961,uglily,1
23962,tree-trunk,2
23963,octagonal,1
23964,onyx,1
23965,Pandora,1
23966,exerting,1
23967,dark-blue,1
23968,vaporous,1
23969,filth,5
23970,infected,1
23971,awry,2
23972,influenza,2
23973,spreads,2
23974,Laurence,2
23975,defined,1
23976,roof-top,1
23977,spotlight,1
23978,window-panes,2
23979,grotto,2
23980,savaged,1
23981,stalactites,1
23982,distortion,1
23983,seawind,1
23984,brace,1
23985,overdone,2
23986,gold-trimmed,1
23987,reform,1
23988,time-capsule,1
23989,ascertain,1
23990,Afro-styled,1
23991,dark-brown,2
23992,deadening,1
23993,Tampax,1
23994,Bahamas,3
23995,meshes,1
23996,red-raw,1
23997,adolescence,1
23998,preserved,1
23999,windowed,1
24000,imposition,1
24001,importunate,1
24002,Ridley,15
24003,hall-piece,1
24004,beige,1
24005,cataract,2
24006,abrasive,1
24007,firebrand,1
24008,black-lensed,1
24009,sun-rays,1
24010,crimson-curtained,1
24011,bolstered,1
24012,much-needed,2
24013,calmness,3
24014,cremation,1
24015,Fearing,1
24016,bereaved,1
24017,Blaming,1
24018,authenticated,1
24019,peace-bringing,1
24020,Putney,1
24021,Batty,1
24022,Completely,1
24023,eighty-two,1
24024,Font,1
24025,purplest,1
24026,yard-high,1
24027,rostrum,3
24028,SWIPE,1
24029,masochistic,1
24030,microphone,4
24031,hairline,1
24032,lurex,1
24033,scraggy,2
24034,dictates,1
24035,Restoration,1
24036,pockmarks,1
24037,singer,3
24038,beige-gold,1
24039,imprecations,1
24040,barman,5
24041,essentially,1
24042,mirrors,6
24043,trouper,1
24044,tolerant,1
24045,undefeatable,1
24046,enslaved,1
24047,all-embracing,1
24048,Mamma,11
24049,cribbage,1
24050,indentations,1
24051,inroads,1
24052,integrated,1
24053,embryo,1
24054,womb,1
24055,aloneness,1
24056,working-class,2
24057,'50s,1
24058,bafflement,1
24059,spouses,1
24060,Max,1
24061,Bygraves,1
24062,asserts,1
24063,triteness,1
24064,immaturity,1
24065,bolshie,1
24066,punks,1
24067,definition,1
24068,insanity,1
24069,enhanced,1
24070,gags,6
24071,unchangeability,1
24072,research,2
24073,untold-of,1
24074,dark-green,1
24075,baroque,1
24076,neutrality,1
24077,assert,1
24078,identically,1
24079,psyche,1
