,index,0
68761,21-year-old,3
68762,boatcrews,1
68763,Burghead,1
68764,Portessie,1
68765,Avoch,1
68766,Dummie,1
68767,Fetlar,2
68768,Islander,2
68769,Keller,12
68770,Bridgman,1
68771,pottage,2
68772,Barrister,3
68773,1804–1876,1
68774,born-deaf,10
68775,Jellicoe,3
68776,Tindal,1
68777,conveyancing,4
68778,conveyancer,1
68779,linguist,10
68780,foreign-language,2
68781,35th,2
68782,Scholar,1
68783,Kitto,13
68784,1804–1854,1
68785,Senses,2
68786,DEAF,3
68787,re-admitted,1
68788,sub-librarian,1
68789,Groves,19
68790,Mr.Groves,1
68791,Pictorial,1
68792,Cyclopaedia,2
68793,Doctorate,1
68794,Giessen,1
68795,Cannstadt,1
68796,1850–1880,1
68797,Rise,14
68798,Oralism,1
68799,Monsignore,2
68800,Haerne,2
68801,Handsworth,5
68802,Beverley,20
68803,Roe,11
68804,Friargate,1
68805,Ashbourne,7
68806,Beeley,1
68807,Holder,4
68808,oralism,6
68809,Heinicke,1
68810,Praagh,3
68811,Ph.D,7
68812,sign-language-dominated,1
68813,hearing/partially,1
68814,hearing-impaired,2
68815,first-ever,3
68816,Garvel,1
68817,Intermarriages,1
68818,intermarriages,3
68819,Intermarriage,1
68820,intermarry,7
68821,Dyott,1
68822,Gawdy,1
68823,Gostwicke,1
68824,Popham,1
68825,intermarried,3
68826,deaf-hearing,1
68827,Saviours,1
68828,Drysdale,1
68829,W.A.,1
68830,Rowlands,4
68831,fellow-men,2
68832,Lewisham,9
68833,Kinghan,2
68834,dissensions,2
68835,Stockton-on-Tees,3
68836,Matches,2
68837,re-organised,2
68838,Armstead,1
68839,F.C.,1
68840,Ceremony,4
68841,Anniversary,4
68842,Bremner,1
68843,Receives,1
68844,Fraserburgh,2
68845,sailmaker,4
68846,deaf-without-speech,1
68847,Strathern,3
68848,1844–1890,1
68849,fledgling,7
68850,Sheriffs,2
68851,woodcarver,2
68852,Martineau,5
68853,1802–1876,1
68854,1850-,1
68855,authoress,5
68856,nine-volume,1
68857,anti-abolitionists,1
68858,Deerbrook,1
68859,amputated,4
68860,Coroner,34
68861,forty-three,11
68862,highly-misleading,1
68863,Deaf-Mutes,2
68864,6th–11th,1
68865,hastily-assembled,1
68866,Societe,2
68867,Pereire,5
68868,Vice-Secretaries,1
68869,oralist,7
68870,eighty-seven,3
68871,A.A.,36
68872,orally-educated,1
68873,Stainer,2
68874,unrepresentative,3
68875,Principals/Headmasters,1
68876,E.M,6
68877,Gallaudet,5
68878,missioners,11
68879,Rhind,6
68880,to-day,13
68881,missioner,8
68882,1848–1917,1
68883,pro-oralist,1
68884,newly-created,1
68885,boarders,17
68886,philanthropists,5
68887,inter-club,2
68888,Falkirk,5
68889,fingerspelling,10
68890,Docharty,11
68891,Fairbairn,14
68892,lipreading,4
68893,N.D.D.S.,9
68894,Maginn,10
68895,waterspout,1
68896,hand-pump,1
68897,°F,2
68898,Bodily,3
68899,Homewood,1
68900,Saltersgill,1
68901,Gem,3
68902,Kekewich,1
68903,unappetising,4
68904,institution/asylum,1
68905,Diffusion,1
68906,C.T.D.D.,2
68907,diplomas,8
68908,N.A.T.D.,1
68909,N.C.T.D.,3
68910,re-formed,10
68911,B.A.T.O.D.,1
68912,Potteries,2
68913,1890's,2
68914,Athletic,1
68915,£5000,5
68916,Trood,6
68917,"£6,000",6
68918,indolently,1
68919,L.C.,5
68920,elaborately-designed,1
68921,Invitation,3
68922,knock-out,7
68923,agitating,7
68924,F.A,2
68925,Ibrox,18
68926,3–3,1
68927,6–0,1
68928,Momentous,1
68929,inter-institute,2
68930,billiards,4
68931,batted,4
68932,motivator,4
68933,Titbits,1
68934,1875–1899,1
68935,Silver-Gilded,1
68936,Jewelled,3
68937,Presented,3
68938,Artist,7
68939,Rendered,1
68940,1848–1918,1
68941,Cardross,1
68942,Dumbartonshire,1
68943,M'Caig,1
68944,Missioner,6
68945,1843–1927,1
68946,B.D.D.A.,8
68947,Gateacre,1
68948,coach-building,1
68949,Revs,1
68950,Impressed,4
68951,Contributions,3
68952,sterner,9
68953,1862–1917,1
68954,Johnsgrove,1
68955,Castletown,1
68956,pupil-teachers,1
68957,teachership,1
68958,Intervening,2
68959,Hepworth,18
68960,1865–1921,1
68961,house-painter,3
68962,gambit,11
68963,Monmouth,8
68964,Aslett,2
68965,1854–1928,1
68966,Deacon,32
68967,1840–1919,1
68968,Tyndall,1
68969,R.A.D.D.,5
68970,R.A.D.,1
68971,B.D.A.,1
68972,1846–1914,1
68973,Moncrief,1
68974,Tuffield,5
68975,nee,5
68976,Condescension,2
68977,Nobility,5
68978,Whippingham,2
68979,I.O.W.,1
68980,brainchild,2
68981,19th–21st,1
68982,1868–1928,1
68983,1869–1931,1
68984,Graphic,5
68985,1842–1910,1
68986,Nelsonian,1
68987,municipalities,2
68988,1873–1932,1
68989,1859–1899,1
68990,Taunton,43
68991,silver-inlaid,1
68992,1854–1914,1
68993,Calshot,1
68994,lithographer,3
68995,Bookshop,25
68996,reclusive,4
68997,Ryde,2
68998,Ashford,4
68999,Adventurers,2
69000,1841–1889,1
69001,Humane,8
69002,baulk,5
69003,O'Groats,2
69004,Stroma,2
69005,1872–1951,1
69006,Capetown,2
69007,tribesmen,4
69008,Matabeleland,1
69009,634,1
69010,Jamieson,2
69011,Lobengula,1
69012,Cetaweyo,1
69013,Raid,3
69014,Aristocracy,3
69015,1253,2
69016,1254,1
69017,partridges,12
69018,fowls,4
69019,"61,000",2
69020,1426,1
69021,Eleanor,377
69022,1445,1
69023,otosclerosis,2
69024,thyroid,2
69025,bed-hopping,1
69026,thoughtfulness,3
69027,erring,6
69028,fingerspeller,1
69029,Lytton,10
69030,1803–1873,1
69031,quickness,6
69032,1878–1954,1
69033,Eldest,10
69034,Deafness,2
69035,cine-film,1
69036,1914–1918,1
69037,reactivating,2
69038,Dukedom,2
69039,partially-sighted,1
69040,hearing-aids,2
69041,1712–1790,1
69042,Aristocrats,2
69043,Non-political,1
69044,Fitzalan-Howard,1
69045,1879–1902,1
69046,Arundel,53
69047,mentally-deficient,1
69048,1786–1861,1
69049,Cavendish,6
69050,1790–1858,1
69051,Chatsworth,5
69052,protege,3
69053,Carbery,3
69054,1810–1890,1
69055,Wexford,4
69056,Laxton,6
69057,A.J.Wilson,1
69058,oralists,2
69059,Eichholz,1
69060,Anerley,5
69061,Thomasson,2
69062,school-leavers,14
69063,bootmaking,1
69064,Annand,4
69065,1871–1951,1
69066,environs,10
69067,Newgate,26
69068,Marble,9
69069,Newton-Lowry,1
69070,table-cricket,1
69071,badminton,6
69072,Notwithstanding,7
69073,Bromhead,2
69074,1858–1945,1
69075,Cyclist,1
69076,Racing,14
69077,Businessman,2
69078,self-acquired,1
69079,Faed,1
69080,pen-name,2
69081,boneshakers,1
69082,3200,2
69083,Cycling,4
69084,Cyclists,1
69085,speedboat,3
69086,Splash,1
69087,Hostels,3
69088,Deafened,2
69089,1867–1929,1
69090,Langside,3
69091,yachtsman,3
69092,Osprey,2
69093,Majel,1
69094,F.G.S.,1
69095,1861–1936,1
69096,articled,1
69097,Geographical,15
69098,Oxley,4
69099,B.D.D.A,1
69100,researches,17
69101,Christmas-card,2
69102,Laureate,5
69103,1844–1920,1
69104,Kathleen,7
69105,Trousdell,1
69106,R.H.A.,1
69107,1870–1958,1
69108,Ecole,3
69109,Knutsford,1
69110,Primate,1
69111,Cadmore,2
69112,font,12
69113,c1880–1918,1
69114,A.R.C.A.,1
69115,Prideaux,3
69116,McCandless,8
69117,USA.,1
69118,lock-keeper,4
69119,lock-house,1
69120,Jaffray,6
69121,near-unconscious,1
69122,battled,13
69123,Mississippi,7
69124,1910s,1
69125,mud-filled,1
69126,Workmen,5
69127,Bonn,7
69128,Promoting,4
69129,Pontypridd,1
69130,Lanes,6
69131,Cory,4
69132,Jacobs,6
69133,tournament,36
69134,Golf,32
69135,Withers,1
69136,runners-up,2
69137,Fokkers,3
69138,Fleetwood,3
69139,Foiled,1
69140,suffragette,4
69141,suffragettism,1
69142,Dunhope,1
69143,Fairburn,2
69144,1852–1915,1
69145,tirelessly,6
69146,dockyards,6
69147,lipread,1
69148,Charitable,1
69149,Granting,2
69150,Infirm,1
69151,Biennial,1
69152,Maylett,4
69153,1877–1945,1
69154,enrolling,2
69155,Elsenberg,1
69156,fellow-students,1
69157,Steevens,1
69158,Aberffrwd,1
69159,8000,12
69160,Practitioner,1
69161,Racecourse,2
69162,Non-Oral,1
69163,27-year-old,1
69164,Curragh,4
69165,Monmouthshire,4
69166,Bedwell,1
69167,bomb-aiming,1
69168,figure-stained,1
69169,Baden-Powell,3
69170,J.G.,3
69171,Skipton,14
69172,jamboree,2
69173,Scouters,1
69174,Guiders,1
69175,Newcastle-upon-Tyne,4
69176,Cub,4
69177,Cadet,4
69178,scouting,5
69179,Purpose,7
69180,Lindbergh,2
69181,Fyfe,4
69182,1883–1967,1
69183,brass-finisher,1
69184,Algernon,46
69185,Tuberculosis,3
69186,rickets,3
69187,Goes,4
69188,Motorist,1
69189,3–0,1
69190,batsman,6
69191,Tydlesley,1
69192,Charabancs,1
69193,charabanc,1
69194,Bravery,1
69195,Medals,4
69196,posthumously,6
69197,Testimonial,1
69198,1959–61,1
69199,Incident,3
69200,Dulverton,5
69201,Tiverton,3
69202,Exe,3
69203,Barnstaple,6
69204,Tarr,6
69205,54-year-old,2
69206,Anstey,3
69207,accidently,1
69208,medallion,2
69209,Heroic,3
69210,HUMANE,1
69211,SOCIETY,6
69212,AWARDS,1
69213,Portsoy,1
69214,Banffshire,1
69215,engine-room,5
69216,Porthtowan,2
69217,Weeble,3
69218,fully-clothed,1
69219,Biggs,10
69220,Latham,1
69221,Testimonials,6
69222,Vellum,4
69223,Parchment,4
69224,Certificates,8
69225,Roxburgh,25
69226,Connor,59
69227,Aire,3
69228,Hellier,2
69229,Kellett,1
69230,Wylde,1
69231,Mundy,2
69232,lode,2
69233,Swinbourne,1
69234,Spurs,6
69235,church-based,1
69236,independent-minded,1
69237,Kinzie,1
69238,Pollock,5
69239,ill-attended,3
69240,chilblains,3
69241,Ince-Jones,1
69242,Matriculation,1
69243,B.Sc.,2
69244,doctorate,4
69245,Worthing,3
69246,Goring-on-Thames,1
69247,make-do,2
69248,Cockburnspath,1
69249,Middlewich,1
69250,Alban,7
69251,Banstead,2
69252,Baedeker,6
69253,Raids,4
69254,flying-bomb,1
69255,Pickering,26
69256,Birkdale,1
69257,air-raids,4
69258,evacuees,8
69259,requisition,4
69260,prisoner-of-war,7
69261,W.V.S.,1
69262,Clyne,2
69263,long-arranged,1
69264,rearrange,14
69265,WARNED,1
69266,AIR,1
69267,RAIDS,1
69268,WARDEN,1
69269,PULLS,1
69270,STRING,2
69271,COME,3
69272,BEDCLOTHES,1
69273,signposts,8
69274,speech-impediment,1
69275,Served,2
69276,firewatchers,1
69277,stretcher-bearers,1
69278,Warden,34
69279,mill-worker,1
69280,Swain,7
69281,B.E.M.,1
69282,H.M.S.,11
69283,mascot,4
69284,£760,1
69285,Manyo,1
69286,Maru,1
69287,Emira,1
69288,Victims,4
69289,Blackouts,1
69290,Gillingham,1
69291,Bedes,1
69292,Toc,1
69293,uninhabitable,5
69294,Blasts,1
69295,111s,1
69296,Marychurch,1
69297,Bombing,5
69298,Gorleston-on-Sea,1
69299,Cambrian,6
69300,reoccupied,6
69301,Blaconsthorpe,1
69302,toughened,5
69303,perspex,4
69304,Commendation,1
69305,Brave,7
69306,gazetted,1
69307,impacted,4
69308,R.P.,2
69309,1894–1979,1
69310,A.R,1
69311,Bangalore,1
69312,A.R.A.,1
69313,portraitist,1
69314,portraitists,1
69315,disqualify,2
69316,Wing-Commander,1
69317,D.F.C,8
69318,Queen-Dowager,1
69319,courteously,18
69320,red-headed,4
69321,yellow-toothed,1
69322,jibed,6
69323,Kinghorn,67
69324,Whish,2
69325,purveyor,20
69326,wolf-hounds,1
69327,cresset,6
69328,untended,4
69329,sconces,5
69330,flagons,8
69331,dice,28
69332,horsy,3
69333,half-drunken,1
69334,befuddled,4
69335,Yolande,46
69336,Inverkeithing,12
69337,understandingly,2
69338,search-party,5
69339,piss,33
69340,saddling,9
69341,garron,3
69342,ferrymaster,12
69343,doings,14
69344,cob,11
69345,Taggart,4
69346,buttery,16
69347,sconce,7
69348,Sic,2
69349,Parisian,11
69350,tongue-in-cheek,1
69351,Compline,18
69352,drum-like,2
69353,cantor,2
69354,Friendships,1
69355,leashed,2
69356,curbed,11
69357,Adulterer,1
69358,Lecher,1
69359,seafarers,2
69360,shrived,1
69361,Comyns,6
69362,Balliols,2
69363,Wishart,91
69364,Violent,3
69365,phantasm,3
69366,Rhymer,4
69367,Learmouth,7
69368,inquisitors,1
69369,meddled,2
69370,Benstede,68
69371,Burnell,22
69372,Craon,124
69373,widow-queen,1
69374,infatuated,10
69375,envoys,41
69376,pus,5
69377,Novices,2
69378,Seat,2
69379,burgh,5
69380,open-fronted,1
69381,ale-houses,3
69382,chamberpots,1
69383,almonds,28
69384,stable-boys,1
69385,Men-at-arms,1
69386,horde,13
69387,liveries,1
69388,badly-lit,1
69389,Guardians,18
69390,condolences,11
69391,Sassenachs,1
69392,cherubic,6
69393,vellum,39
69394,Scone,48
69395,1284,2
69396,Envoys,1
69397,apprise,4
69398,great-uncle,9
69399,hunting-hounds,1
69400,hackles,5
69401,eyeing,33
69402,Prelates,1
69403,Abbots,5
69404,fealty,9
69405,regency,7
69406,Comyn,9
69407,levying,15
69408,1238,3
69409,heir-presumptive,1
69410,1286,4
69411,Salerno,3
69412,Jedburgh,8
69413,MacAirth,17
69414,body-servant,7
69415,caparisoned,5
69416,arras,5
69417,fierce-looking,5
69418,ermine,3
69419,sable-edged,1
69420,serjeants-at-arms,3
69421,silver-encrusted,1
69422,steel-grey,8
69423,faction,30
69424,rebec,3
69425,trencher,4
69426,brawn,6
69427,egg-yolk,1
69428,tarts,22
69429,lampreys,2
69430,plover,2
69431,festering,7
69432,undefended,4
69433,pillage,6
69434,dourly,4
69435,Armand,1
69436,Liege,2
69437,silenced,23
69438,lunge,9
69439,Guests,4
69440,long-held,4
69441,staves,13
69442,fray,17
69443,charlatan,5
69444,concoctions,2
69445,slurping,5
69446,serjeants,8
69447,guid,1
69448,Tamesin,6
69449,bridle,29
69450,drink-sodden,1
69451,masques,3
69452,wine-stained,1
69453,bleary,11
69454,Curiosity,5
69455,valets,2
69456,witless,10
69457,Erceldoun,39
69458,horse-riders,1
69459,pock-marked,5
69460,girth,14
69461,skittish,4
69462,morosely,16
69463,overcast,13
69464,pinioned,5
69465,hard-boiled,8
69466,droning,7
69467,crudely-drawn,1
69468,Ribs,1
69469,Greasy,1
69470,white-eyed,1
69471,sore-ridden,1
69472,pissing,6
69473,Ranulf,395
69474,Comme,2
69475,ça,3
69476,Qu'est,1
69477,well-fed,13
69478,single-storeyed,1
69479,ale-stake,3
69480,earth-beaten,1
69481,half-mocking,1
69482,here.,1
69483,beringed,2
69484,ridiculousness,1
69485,peals,4
69486,crusade,52
69487,Montfort,30
69488,comrade-in-arms,2
69489,pitter-patter,1
69490,crossbow,34
69491,dreamless,10
69492,Tynemouth,3
69493,mercer,2
69494,befell,8
69495,grunting,15
69496,psalms,5
69497,dissipate,8
69498,rainclouds,1
69499,threading,5
69500,still-silent,1
69501,pack-horses,3
69502,Wagon-loads,1
69503,velvets,7
69504,townsfolk,14
69505,foolhardiness,2
69506,tough-looking,1
69507,wolfish,4
69508,decay-blackened,1
69509,leather-studded,1
69510,goading,6
69511,unceremoniously,14
69512,boughs,8
69513,belch,5
69514,ermine-lined,1
69515,twelve-year-old,7
69516,leonine,4
69517,cold-eyed,2
69518,crafty,10
69519,panther,4
69520,fickleness,3
69521,inconstancy,1
69522,attains,4
69523,leopards,5
69524,tartly,25
69525,petitions,20
69526,fawning,8
69527,l'amour,1
69528,exalt,1
69529,toady,3
69530,paramour,4
69531,lusting,2
69532,beget,4
69533,recollecting,5
69534,gawking,2
69535,Winburgh.They,1
69536,assailants,16
69537,pumice-stone,2
69538,inkhorn,5
69539,razor-edged,1
69540,sealing-wax,1
69541,unclasped,7
69542,ecclesiastic,2
69543,reached-the,1
69544,interred,10
69545,Item,25
69546,cliff-top,4
69547,jests,4
69548,grief-stricken,3
69549,Cui,3
69550,bono,2
69551,Resentful,1
69552,storm-blown,1
69553,unhinged,7
69554,shreds,18
69555,mummers,3
69556,Hasty,2
69557,skein,4
69558,vespers,4
69559,breezes,5
69560,concocting,2
69561,potions,17
69562,sandalled,2
69563,slabstones,1
69564,heatedly,2
69565,forsook,1
69566,pursues,9
69567,noblewoman,5
69568,showering,2
69569,vows,11
69570,Elfland,1
69571,Earlston,6
69572,Roxburghshire,3
69573,scurrilous,9
69574,celebrants,2
69575,intoning,1
69576,psalm,8
69577,Exsurge,4
69578,vindica,2
69579,causam,2
69580,Arise,1
69581,Anointed,1
69582,chancery,22
69583,atte,2
69584,Bowe,2
69585,blue-dashed,1
69586,Lauderdale,7
69587,peel-castle,1
69588,stockade,2
69589,cantered,14
69590,draw-well,1
69591,storehouses,8
69592,erections,4
69593,machicolation,1
69594,hurl,11
69595,panic-struck,1
69596,Albus,1
69597,albino,1
69598,can.,1
69599,stone-vaulted,5
69600,rush-strewn,3
69601,Bethoe,2
69602,wafers,3
69603,goblet,53
69604,goblins,9
69605,Picti,3
69606,Painted,5
69607,glimpsing,3
69608,arrow-slit,3
69609,puzzlement,35
69610,Ettrick,11
69611,Mother-God,1
69612,fortresses,18
69613,meadowland,12
69614,summer-blue,1
69615,Eldon,2
69616,hunting-party,1
69617,pixies,1
69618,birdsong,12
69619,tusked,4
69620,V-rod,1
69621,warbling,4
69622,pursing,3
69623,swarthy,11
69624,chest-bone,1
69625,jerkins,6
69626,brooches,2
69627,thinned,13
69628,flue-hole,1
69629,cross-pieces,1
69630,oat-cakes,1
69631,doused,8
69632,firmed,2
69633,malevolence,9
69634,Logic,6
69635,hind,16
69636,cross-beam,3
69637,ale-house,8
69638,regicide,3
69639,bower,6
69640,beareth,1
69641,Bannock,1
69642,saddle-sore,3
69643,contenting,4
69644,half-armour,4
69645,half-whisper,2
69646,Selkirk,148
69647,gibbets,3
69648,saddlebow,2
69649,nauseous,10
69650,donjon,1
69651,metal-studded,3
69652,jerkin,21
69653,world-weary,7
69654,gyves,3
69655,Treason,3
69656,brackish,5
69657,badly-cooked,1
69658,knifing,1
69659,stoup,4
69660,accredited,8
69661,victuals,6
69662,sconce-torches,1
69663,mulled,10
69664,spiced,24
69665,Scotsmen,4
69666,steepling,1
69667,Dreux,2
69668,headstrong,13
69669,1278,3
69670,vendetta,7
69671,excites,2
69672,ministrations,5
69673,changeable,3
69674,Unfortunate,3
69675,guestmaster,1
69676,recuperating,2
69677,fully-armed,1
69678,Confidentially,1
69679,enceinte,2
69680,cryptically,3
69681,THIRTEEN,3
69682,Dalmeny,6
69683,sand-strewn,1
69684,crickets,15
69685,Aberdour,4
69686,Servants,23
69687,blearily,9
69688,Happening,1
69689,riddance,4
69690,Pregnant,3
69691,pocked,2
69692,impetuous,10
69693,speculatively,4
69694,pouched,1
69695,witticisms,2
69696,innuendoes,2
69697,cat's-cradle,2
69698,embrasure,12
69699,chamberlain,26
69700,lace-trimmed,3
69701,tart,39
69702,mimicry,20
69703,Lend,4
69704,consummated,5
69705,bleeds,2
69706,doxies,3
69707,confidantes,2
69708,Nunneries,1
69709,brown-haired,4
69710,cave-mouths,1
69711,chamber-like,1
69712,FOURTEEN,2
69713,uneventfully,4
69714,horsed,8
69715,well-armed,10
69716,short-sword,1
69717,spurs,25
69718,eluding,6
69719,spouting,3
69720,half-blown,1
69721,Miserere,1
69722,Introit,1
69723,Dona,2
69724,ei,1
69725,Celano,1
69726,Illa,1
69727,descendeth,1
69728,authorising,7
69729,bantering,6
69730,sigillo,1
69731,violate,13
69732,friar,150
69733,habes,1
69734,Relston,1
69735,powerfully-built,1
69736,pleasantry,2
69737,scavenging,8
69738,tree-filled,1
69739,wicket-gate,1
69740,shard-like,1
69741,owl-hoot,1
69742,fresh-cut,1
69743,newly-dug,1
69744,cresset-torch,1
69745,still-white,1
69746,gagged,11
69747,Putrefaction,3
69748,indentations,4
69749,green-tinged,1
69750,decompose,4
69751,FIFTEEN,3
69752,fragrant-smelling,2
69753,broiled,1
69754,cookshops,4
69755,ordure,6
69756,dirt-beaten,1
69757,tavern-keeper,5
69758,foxy-faced,1
69759,fur-trimmed,3
69760,thins,1
69761,parchment-knife,1
69762,vein-streaked,3
69763,brown-spotted,1
69764,codpiece,5
69765,lean-faced,1
69766,Esquire,3
69767,dungeon,16
69768,Accompanied,3
69769,jagged-edge,1
69770,smiled.v,1
69771,skiffs,1
69772,heavy-bottomed,1
69773,sterns,3
69774,Hanseatic,1
69775,merchantmen,4
69776,warlike,17
69777,tub-like,1
69778,fighting-platforms,1
69779,piracy,14
69780,stern-castle,1
69781,fo'castle,2
69782,far-distant,5
69783,coves,3
69784,Erse,1
69785,south-easterly,5
69786,fishing-skiff,1
69787,look-outs,3
69788,cove,9
69789,stationing,1
69790,heave-to,1
69791,poop,12
69792,ungracefully,1
69793,rope-ladder,1
69794,sketchiest,1
69795,hard-eyed,2
69796,ill-manners,1
69797,flinch,16
69798,body-squire,2
69799,vowing,6
69800,surlily,1
69801,tambour,4
69802,phantasms,2
69803,nightshade,6
69804,foxglove,2
69805,Buttered,1
69806,snuffs,1
69807,slayer,6
69808,deceptions,4
69809,evasions,4
69810,slanders,2
69811,falsifications,1
69812,niceness,5
69813,decadent,8
69814,indulgences,3
69815,undeceived,2
69816,chain-drinking,1
69817,end-of-term,3
69818,saloon-bar,1
69819,renewable,26
69820,beakers,8
69821,Bourgueil,2
69822,Spotting,2
69823,beaker,11
69824,Cabernet,3
69825,sauvignon,1
