,index,0
67402,Banish,1
67403,airtight,4
67404,unscented,2
67405,336,3
67406,mothballs,5
67407,332,3
67408,varnishing,1
67409,strong-smelling,3
67410,pot-holders,1
67411,bamboo,27
67412,roll-on,3
67413,tap-water,2
67414,Filters,1
67415,311,2
67416,E-numbers,1
67417,Artificial,10
67418,Additives,2
67419,306,8
67420,healthfood,3
67421,Unwrapped,1
67422,delicatessen,11
67423,labelling,28
67424,brewed,16
67425,Campden,1
67426,fish-and-chips,2
67427,phenolic,3
67428,contaminate,5
67429,uncoloured,3
67430,Addresses,3
67431,unsprayed,1
67432,thiabendazole,1
67433,334,5
67434,Thiabendazole,1
67435,fungicides,7
67436,contaminates,2
67437,Plush,1
67438,antiperspirants,1
67439,shampoos,3
67440,blockboard,1
67441,Plastics,5
67442,de-gassing,1
67443,evicting,3
67444,174,5
67445,de-gassers,1
67446,de-gas,1
67447,foam-backing,1
67448,irritate,8
67449,airways,3
67450,gas-sensitive,1
67451,gas-free,1
67452,Sensitivity,4
67453,food-processing,2
67454,salons,9
67455,microorganisms,1
67456,humidifiers,1
67457,Symptoms,6
67458,load',1
67459,crop-spraying,1
67460,249,20
67461,261,40
67462,overgrowth,9
67463,chemical-free,1
67464,duvet,17
67465,futon,1
67466,radio-set,1
67467,PARASITES,1
67468,CANDIDA,2
67469,GIARDIA,2
67470,overpopulation,2
67471,albicans,1
67472,underlies,15
67473,microbes,8
67474,Yeasts,2
67475,egg-shaped,4
67476,yeasts,11
67477,GERALD,1
67478,case-history,1
67479,nystatin,8
67480,microbe,2
67481,overrepresented,3
67482,not-so-good,1
67483,bacteria-killers,1
67484,anti-bacterial,1
67485,cortico,1
67486,steroid,2
67487,antibody,2
67488,Pill-takers,1
67489,oestrogen,2
67490,progesterone,1
67491,infects,1
67492,depresses,3
67493,Long-term,6
67494,Vitamin,6
67495,creamy-yellow,1
67496,cystitis,4
67497,grey-coloured,1
67498,Diabetic,2
67499,Thrush,1
67500,diabetics,2
67501,ferments,2
67502,Long-distance,2
67503,hypoglycaemia,3
67504,sinusitis,1
67505,leaky,10
67506,REPORTED,1
67507,CANDIDIASIS,1
67508,Fatigue,2
67509,Aching,2
67510,Urticaria,3
67511,Irregular,2
67512,Itchy,1
67513,anus,10
67514,Premenstrual,1
67515,Psoriasis,1
67516,Asthma,3
67517,Recurrent,4
67518,'thrush',1
67519,Craving,2
67520,ALAN,1
67521,acetaldehyde,3
67522,molecule,45
67523,oxygen-carrying,1
67524,skin-prick,3
67525,intradermal,2
67526,yeast-containing,2
67527,cross-reaction,1
67528,cross-react,3
67529,premenstrual,2
67530,anti-bodies,1
67531,Kroker,1
67532,allergist,2
67533,Wisconsin,12
67534,Carbohydrate,1
67535,LOUISA,1
67536,Louisa,171
67537,yeasty,4
67538,cavity-foam,1
67539,hyphal,5
67540,biotin,1
67541,undigested,5
67542,leakiness,1
67543,unbalance,2
67544,inappropriately,5
67545,Diagnosing,1
67546,anti-,6
67547,overabundant,1
67548,carbohydrates,1
67549,260,7
67550,sugar-free,6
67551,syrup,38
67552,sweeteners,4
67553,unsweetened,5
67554,Wholemeal,3
67555,high-protein,2
67556,freshly-crushed,1
67557,taheebo,1
67558,pau,2
67559,d'arco,1
67560,reestablish,2
67561,Cabbage,2
67562,broccoli,6
67563,brussels,2
67564,overcook,3
67565,destroys,11
67566,Rosehip,1
67567,184,4
67568,scrupulous,10
67569,Carbohydrates,1
67570,gm,1
67571,High-carbohydrate,1
67572,parsnip,3
67573,cashew,2
67574,combats,5
67575,Nystatin,1
67576,FOODS,2
67577,CONTAINING,4
67578,SUGAR,1
67579,Treacle,4
67580,Molasses,1
67581,Malt,3
67582,Barley,7
67583,sweetener,10
67584,macrobiotic,1
67585,Chutney,2
67586,Cakes,1
67587,Ice-cream,1
67588,Puddings,2
67589,Fizzy,1
67590,dextrose,1
67591,fructose,2
67592,maltose,1
67593,sucrose,2
67594,Peanut,1
67595,savoury,14
67596,sugar-some,1
67597,syrups,2
67598,Dried,8
67599,sugars,11
67600,die-off,1
67601,Herxheimer,2
67602,1–4,2
67603,YEAST,1
67604,pitta,1
67605,matzos,1
67606,chapattis,1
67607,Buns,1
67608,Yeast,2
67609,Marmite,5
67610,Vegemite,1
67611,non-yeast,1
67612,303,3
67613,Bovril,8
67614,hydrolysed,2
67615,protein',1
67616,Vinegar,4
67617,Sauerkraut,1
67618,Over-ripe,1
67619,Yoghurt,4
67620,Tofu,1
67621,Mushrooms,4
67622,puffballs,1
67623,truffles,12
67624,Quorn,6
67625,mycoprotein,1
67626,Brie,3
67627,pessaries,3
67628,Strains,3
67629,Anti-,1
67630,jams,10
67631,fruit-juice,1
67632,beet,6
67633,265,2
67634,Giardia,9
67635,5–15,1
67636,hard-walled,1
67637,cysts,2
67638,infect,5
67639,disinfecting,1
67640,foul-smelling,5
67641,feverishness,1
67642,metronidazole,1
67643,DISTURBED,1
67644,GUT,3
67645,FLORA,1
67646,Lactobacillus,1
67647,Addenbrooke,2
67648,6–8,2
67649,health-food,2
67650,bacteriological,3
67651,Altering,1
67652,aches.,1
67653,DUE,1
67654,Vomiting,1
67655,Colic,3
67656,197,7
67657,Persistent,2
67658,203,5
67659,133,5
67660,Rhinitis,1
67661,571,1
67662,Epileptic,1
67663,Hyperkinetic,3
67664,117,10
67665,Muscle,5
67666,Rheumatoid,1
67667,bittersweet,2
67668,overindulgent,1
67669,Anxious,10
67670,breast-fed,10
67671,241–7,1
67672,213–8,2
67673,migraines,6
67674,COLIC,3
67675,colic,41
67676,tell-why,1
67677,lustily,4
67678,3-month,1
67679,10-week,1
67680,bawling,11
67681,non-allergic,1
67682,non-food-bingeing,1
67683,non-smoking,4
67684,night-waking,1
67685,overprotective,4
67686,allergen,2
67687,Maternal,4
67688,infallibly,2
67689,Minchin,2
67690,MINOR,5
67691,ACCOMPANY,1
67692,posseting,1
67693,Stuffy,1
67694,nose-rubbing,1
67695,Noisy,2
67696,Constant,7
67697,Sweatiness,1
67698,Redness,1
67699,Swelling,1
67700,Adapted,6
67701,Claire,22
67702,eight-week-old,1
67703,tense-mother/crying-baby,1
67704,bottle-fed,1
67705,cow's-milk,4
67706,Soya,2
67707,milk-with-soya,1
67708,colicky,3
67709,adapts,6
67710,Lactose,2
67711,lactose,13
67712,milks,3
67713,lactase,14
67714,-ase,1
67715,Southeast,45
67716,lactase-deficient,2
67717,gastroenteritis,2
67718,lactose-free,1
67719,gastro-oesophageal,1
67720,reflux,1
67721,gullet,1
67722,intestinal,3
67723,Bottle-fed,2
67724,213–5,1
67725,Breast-fed,3
67726,202,4
67727,refrigerate,1
67728,336–7,1
67729,215–7,1
67730,bottle-feeding,1
67731,DIARRHOEA,1
67732,RABIES,1
67733,cystic,1
67734,fibrosis,1
67735,biopsy,1
67736,viral,6
67737,sensitize,1
67738,dehydration,6
67739,rehydration,3
67740,ORT,3
67741,Rehidrat,1
67742,Dioralyte,1
67743,Gluco-lyte,1
67744,Toddler,1
67745,'Given,1
67746,HYPERKINETIC,2
67747,SYNDROME,2
67748,Rapp,3
67749,paediatrician,3
67750,pester,2
67751,rapped,22
67752,shaker,2
67753,dysfunction,2
67754,inattention,9
67755,hyperkinetics,1
67756,Hyperactive,1
67757,psychotic,8
67758,hyper-kinetics,1
67759,FEATURES,2
67760,HYPERACTIVITY,1
67761,Overactive,1
67762,tantrums,17
67763,Gets,6
67764,bullies,7
67765,Easily,4
67766,Clumsy,2
67767,Touches,2
67768,Unaffectionate,1
67769,Sleeps,1
67770,hyperkinesis,1
67771,pollens,1
67772,Feingold,3
67773,salicylates,2
67774,aspirin-like,1
67775,50–80,1
67776,detoxified,1
67777,instant-everything,1
67778,aggressiveness,9
67779,distractible,1
67780,DAVID,4
67781,toddle,4
67782,normal',1
67783,the.possible,1
67784,psychosomatically,1
67785,blotchy,7
67786,atopic,1
67787,perceptions,100
67788,over-stimulating,1
67789,break-time,1
67790,disinfectants,2
67791,Restricted,1
67792,nutritionally,2
67793,open-minded,9
67794,three-stage,1
67795,life-threatening,3
67796,score-sheet,2
67797,base-line,3
67798,SAMPLE,2
67799,SCORE-SHEET,1
67800,HYPERACTIVE,1
67801,CHILD,7
67802,NB,2
67803,Medicines,2
67804,colourants,2
67805,colouring-free,1
67806,there.can,1
67807,unlabelled,1
67808,fries,10
67809,Foods,12
67810,Reintroduced,1
67811,normal-sized,3
67812,286–90,1
67813,retested,1
67814,one-,2
67815,two-yearly,2
67816,relapse,11
67817,INVESTIGATING,1
67818,BABIES,1
67819,TODDLERS,1
67820,soya-based,1
67821,Wysoy,1
67822,Prosobee,1
67823,Isomil,1
67824,comminuted,1
67825,Chix,1
67826,hydrolysate,1
67827,Pregestimil,1
67828,Nutramigen,1
67829,hydrolysates,2
67830,cornstarch,1
67831,relactation,1
67832,336–7–,1
67833,sensitizing,1
67834,high-risk,12
67835,tapioca,1
67836,Maize,1
67837,cornflour,4
67838,corn-on-the-cob,1
67839,popcorn,4
67840,millet,6
67841,protein-rich,1
67842,chickpeas,1
67843,paediatric,2
67844,nutritionist,1
67845,bottle-feeds,1
67846,244,2
67847,binged,1
67848,drug-like,2
67849,292,5
67850,cross-reactivity,1
67851,295,3
67852,milk-production,1
67853,retest,1
67854,toddlers,6
67855,nutritious,6
67856,Omit,1
67857,269–74,1
67858,274–7,1
67859,Retest,1
67860,PERSPECTIVE,3
67861,Arguing,2
67862,well-adjusted,3
67863,cromoglycate,1
67864,Munchausen-by-proxy,3
67865,Munchausen,6
67866,Hanoverian,8
67867,battle-scars,1
67868,simulating,3
67869,Meadows,5
67870,point-of-view,1
67871,Seeking,5
67872,insulate,4
67873,suicides,7
67874,Improving,3
67875,overanxious,1
67876,MONKTON,1
67877,MYSTERIOUS,4
67878,Monkton,10
67879,Caravan,6
67880,Prestwick,22
67881,Macrae,27
67882,romanticised,1
67883,Annals,3
67884,Bel,26
67885,Ochiltree,12
67886,washer-woman,1
67887,fiddler,2
67888,tolbooth,2
67889,McGuires,4
67890,Sumatra,4
67891,Governorship,2
67892,Blackheath,5
67893,re-named,5
67894,Orangefield,3
67895,Indoor,3
67896,requisitions,3
67897,"£15,000",6
67898,Drumdow,2
67899,Trabboch,3
67900,Houston,22
67901,Glencairn,9
67902,Earldom,2
67903,"£45,000",3
67904,disrespectful,3
67905,worths,1
67906,Tennant,36
67907,Coats,6
67908,Alva,5
67909,Sheriff-Clerk,1
67910,waster,3
67911,Jacobina,1
67912,1746,21
67913,kirkyard,5
67914,Legend,8
67915,KNOCKSHINNOCH,1
67916,DISASTER,3
67917,Cumnock,18
67918,Knockshinnock,1
67919,Dalmellington,1
67920,Connelpark,1
67921,720,3
67922,seam,22
67923,Improved,8
67924,basin-shaped,1
67925,water-logged,3
67926,Confident,3
67927,threefold,12
67928,oversman,2
67929,Concerned,4
67930,Realising,10
67931,deluging,1
67932,inrush,5
67933,headcount,2
67934,searchers,10
67935,Peat,4
67936,unaccounted,4
67937,Rugged,1
67938,Knockshinnoch,6
67939,asphyxiated,1
67940,3.40,6
67941,firedamp,3
67942,2.45,2
67943,12.05,1
67944,irruption,1
67945,probed,16
67946,gallantry,11
67947,poverty-,1
67948,TENNANT,1
67949,DYNASTY,1
67950,Alloway,14
67951,Tennants,7
67952,Corton,8
67953,Oliphant,2
67954,1725–1810,1
67955,Burness,1
67956,Jnr,13
67957,Summoning,3
67958,keeked,1
67959,diel,2
67960,kirk,16
67961,wild-fire,1
67962,Shanter,3
67963,Clootie,2
67964,Glenconner,10
67965,Lochlea,2
67966,Tarbolton,4
67967,Burnes,1
67968,recitations,3
67969,Ellisland,1
67970,JAMES,2
67971,Deed,2
67972,ALEXANDER,1
67973,CHARLES,3
67974,acumen,6
67975,progenitor,3
67976,1768–1838,1
67977,Handloom,1
67978,Kilbarchan,1
67979,Wabster,3
67980,Linen,4
67981,bleachfield,1
67982,Damley,1
67983,Rollox,2
67984,Elliot,4
67985,Peeress,1
67986,Mustique,1
67987,"£500,000",9
67988,60th,1
67989,crier,5
67990,safe-keeping,11
67991,Innerleithen,1
67992,Peeblesshire,1
67993,LORD,4
67994,BALLANTRAE,1
67995,Ballantrae,2
67996,Chindwin,1
67997,K.T.,1
67998,G.C.M.G.,1
67999,G.C.V.O.,1
68000,D.S.O.,1
68001,LL.D,1
68002,Strathclyde,15
68003,mither,2
68004,tingue,1
68005,GARVINE,1
68006,INCREDIBLE,1
68007,JOURNEY,3
68008,275,4
68009,Scotswoman,1
68010,87,17
68011,Loudoun,11
68012,Garvine,12
68013,surnames,14
68014,Garven,1
68015,Girvan,5
68016,Kilmarnock,23
68017,physick,1
68018,venery,1
68019,variolation,1
68020,Gobi,3
68021,well-populated,1
68022,warm-up,5
68023,Ural,4
68024,taiga,1
68025,-40°C,1
68026,Yeniseysk,1
68027,deep-cut,2
68028,Baykal,1
68029,Russian/Mongolian,1
68030,-16°C,1
68031,-48°C,1
68032,nomadic,8
68033,Mongol,10
68034,1717,6
68035,Strawhorn,1
68036,Camsiscan,1
68037,Craigie,13
68038,Montgomerie,11
68039,Coilsfield,8
68040,Sodger,1
68041,c.1756,1
68042,feted,2
68043,IRVINE,1
68044,GRAMMAR,1
68045,GUID,1
68046,SCHULE,1
68047,Academies,1
68048,Kirkgate,1
68049,McJannet,1
68050,Eckford,7
68051,Gilkison,9
68052,BOYLE,1
68053,Shewalton,1
68054,Advocate,11
68055,Seagate,1
68056,HENRY,1
68057,ECKFORD,1
68058,shipbuilder,2
68059,Fulton,27
68060,Sultan,46
68061,re-organise,1
68062,GILKISON,1
68063,trappers,2
68064,multi-millionaire,2
68065,Erie,2
68066,Isabella,125
68067,Laird,1
68068,Moriston,2
68069,Invernesshire,1
68070,Chrysler,7
68071,inconsolable,5
68072,Elora,2
68073,"2,700",4
68074,GALT,1
68075,1812/13,1
68076,misappropriating,2
68077,misfortunes,12
68078,Legatees,1
68079,Entail,1
68080,Lawrie,1
68081,Helpless,5
68082,livelong,2
68083,BETSY,1
68084,MILLER,1
68085,CAPTAIN,1
68086,Tonnage,1
68087,Lloyds,4
68088,two-masted,2
68089,brig,2
68090,Clytus,7
68091,Barassie,3
68092,undergarments,3
68093,conversing,7
68094,prophesy,2
68095,TALE,1
68096,DISASTERS,1
68097,DIAMONDS,1
68098,biplanes,8
68099,Gailes,1
68100,aerobatic,2
68101,airfields,16
68102,Heathfield,3
68103,Turnberry,3
68104,Drybridge,2
68105,Whitletts,1
68106,servicemen,10
68107,Berelands,5
68108,Hillside,5
68109,Boydfield,1
68110,Liberator,3
68111,Pildinny,1
68112,Constellation,2
68113,K.L.M.,1
68114,Schiphol,1
68115,touch-down,1
68116,"132,000",1
68117,flammable,1
68118,Auchinweet,1
68119,Stratocruiser,3
68120,G-ALSA,1
68121,Twenty-eight,5
68122,Annbank,1
68123,Assessors,1
68124,Adjustors,1
68125,consignees,1
68126,24-hour,4
68127,"26,000",5
68128,carats,3
68129,£2½,1
68130,LEGEND,1
68131,OLD,12
68132,COLE,1
68133,Whittington,7
68134,Ring-A-Ring-O'-Roses,2
68135,Bluebeard,5
68136,nurseryland,1
68137,fiddlers,3
68138,Colne,4
68139,compilers,10
68140,variant,30
68141,702,2
68142,Coilus,19
68143,Kintyre,1
68144,mid-stream,3
68145,Knockmurran,1
68146,Coylton,4
68147,Failford,2
68148,Mains,18
68149,Holm,4
68150,A758,1
68151,Ayr/Mauchline,1
68152,tumulus,2
68153,incinerary,1
68154,cremation,9
68155,1615,4
68156,90.26%,1
68157,9.16%,1
68158,0.13%,1
68159,Defoe,10
68160,Cuninghame,1
68161,Cuninghames,1
68162,Caprington,2
68163,375,4
68164,Coilsholm,1
68165,Boece,1
68166,bard,5
68167,1759–96,1
68168,Twa,1
68169,Picts,6
68170,Montgomeries,1
68171,Coila,1
68172,Coel,6
68173,mis-placed,1
68174,fiddles,2
68175,evidentially,1
68176,Kightly,1
68177,debunks,1
68178,EVIL,1
68179,MASTER,2
68180,STAIR,1
68181,Massacre,4
68182,Claverhouse,17
68183,Killiecrankie,2
68184,Dunkeld,15
68185,pardons,4
68186,timeously,1
68187,McIan,8
68188,Sheriff-Depute,1
68189,certification,8
68190,Stair,19
68191,Macdonalds,8
68192,plenishings,1
68193,Clan,8
68194,kinsmen,33
68195,nightclothes,2
68196,miscellany,3
68197,instigator,4
68198,Stewarts,5
68199,vindictiveness,5
68200,sept,3
68201,exterminate,3
68202,entreat,2
68203,exonerated,5
68204,culpability,2
68205,RAILWAY,3
68206,RECORDS,4
68207,tramways,1
68208,9½,2
68209,relays,6
68210,4-arch,1
68211,Gatehead,1
68212,Ballochmyle,2
68213,Mauchline,20
68214,181,6
68215,MAYBOLE,1
68216,PRINCE,1
68217,AUSTRALIA,2
68218,panoramas,1
68219,Maybole,3
68220,Spunkie,1
68221,Tammie,1
68222,audacious,6
68223,squandered,12
68224,Ensign,8
68225,ill-disciplined,1
68226,renegades,1
68227,1035,2
68228,desolated,5
68229,duel,16
68230,martialled,3
68231,near-famine,2
68232,Shears,1
68233,Lighthouses,1
68234,Comptroller,31
68235,$180,1
68236,excise,23
68237,"$8,000",3
68238,190,6
68239,double-domed,1
68240,choicest,1
68241,boatmen,20
68242,racehorses,1
68243,fetes,3
68244,easygoing,4
68245,spongers,1
68246,snobbish,6
68247,"$400,000",1
68248,"$1,000",2
68249,"$20,000",3
68250,frittered,4
68251,imprudent,5
68252,"$229,446",1
68253,laxity,5
68254,oarsmen,5
68255,strathspey,1
68256,rock-bottom,3
68257,remembrance,11
68258,Wealthy,2
68259,fabulously,3
68260,DUNDONALD,1
68261,CASTLE,1
68262,CRADLE,1
68263,KINGS,1
68264,Kelburn,1
68265,Culzean,1
68266,Dundonald,13
68267,1124,7
68268,feudal-system,1
68269,Fitzallan,4
68270,Administrator,1
68271,1153,4
68272,1290,1
68273,Riccarton,2
68274,Quivox,1
68275,Crosbie,9
68276,Monks,2
68277,Melrose,10
68278,Justiciary,1
68279,Carrick,14
68280,1314,2
68281,Bannockburn,12
68282,peregrinations,3
68283,caesarean,3
68284,procuring,14
68285,Bruces,10
68286,progenitress,1
68287,Mure,1
68288,Rowallan,1
68289,Ladykirk,1
68290,Marquisate,1
68291,Wallaces,1
68292,monarchs,26
68293,Pretenders,1
68294,DAILLY,1
68295,ENTOMBED,1
68296,MINER,1
68297,collieries,8
68298,ell,6
68299,tourha',1
68300,hard-drinking,3
68301,God-fearing,2
68302,kirk-going,1
68303,tight-knit,4
68304,Sixty-six,2
68305,Dailly,4
68306,Kilgrammie,1
68307,Bargany,1
68308,rockfall,1
68309,re-assuring,1
68310,unhurt,8
68311,coffee-pot,1
68312,entombment,2
68313,heartened,13
68314,coalfield,10
68315,Geikie,16
68316,Sloan,1
68317,mortem,4
68318,whereat,1
68319,EGLINTON,1
68320,TOURNAMENT,1
68321,raiment,2
68322,esquires,9
68323,heralds,15
68324,halberdiers,3
68325,jesters,2
68326,men-at-arms,40
68327,lo–g,1
68328,Tranent,2
68329,Hereditary,1
68330,pastimes,7
68331,thoroughbred,6
68332,Leger,3
68333,"£270,000",2
68334,crusades,7
68335,Hotspur,100
68336,Otterburn,2
68337,1388,1
68338,Eglintons,1
68339,maidens,8
68340,drabness,5
68341,Mock-Gothic,1
68342,mock-medieval,1
68343,Tournaments,4
68344,house-parties,2
68345,house-guests,2
68346,Lightheartedly,1
68347,bloods,4
68348,retinues,11
68349,free-fights,1
68350,namby-pamby,1
68351,play-acting,5
68352,chivalrous,8
68353,Contestants,2
68354,blunted,11
68355,lances,14
68356,skewer,5
68357,Lugton,3
68358,650,10
68359,5½,7
68360,Conical,1
68361,Kilwinning,25
68362,wend,5
68363,miscalculated,2
68364,retainers,57
68365,trumpeters,3
68366,mini-parade,1
68367,personages,4
68368,yore,3
68369,Gael,6
68370,Dolphin,4
68371,Midday,2
68372,long-delayed,3
68373,squally,2
68374,Soaked,1
68375,pomp,11
68376,heraldry,3
68377,pageant,29
68378,fancy-dress,7
68379,recreating,4
68380,Trophy,7
68381,239,5
68382,Cotterill,1
68383,"£1,775",1
68384,Cunninghame,5
68385,MAUCHLINE,1
68386,WARE,1
68387,CURLIN',1
68388,STANES,1
68389,Mossgiel,3
68390,Cowgate,1
68391,Poosie,1
68392,sneeshin',1
68393,mulls,1
68394,Auchinleck,3
68395,boxworks,3
68396,diversifying,6
68397,darning,1
68398,matchboxes,2
68399,plane/sycamore,1
68400,Varnishing,1
68401,copal,1
68402,Macnee,1
68403,Leitch,1
68404,water-colourist,1
68405,Collectors,9
68406,Antiquities,5
68407,excepting,8
68408,stonemasons,3
68409,Haugh,7
68410,stonemason,5
68411,Wyllies,2
68412,islet,1
68413,Ailsa,9
68414,hewn,12
68415,Trefor,1
68416,Ivory,8
68417,Kays,1
68418,BARON,1
68419,BUCHLYVIE,1
68420,Buchlyvie,13
68421,stallion,29
68422,stallions,3
68423,McKeich,4
68424,Woodend,1
68425,Clydesdales,5
68426,Dunure,7
68427,yearling,2
68428,transaction-secret,1
68429,half-share,9
68430,O'Shanter,1
68431,finalise,3
68432,stud-fee,1
68433,Skerrington,2
68434,such–,1
68435,trainload,4
68436,pawn,18
68437,"£4,500",2
68438,"£7,000",5
68439,"£8,000",3
68440,"£9,500",4
68441,Necks,1
68442,"£4,750",2
68443,2½,18
68444,foreleg,2
68445,exhumed,2
68446,COVENANTING,1
68447,TALES,1
68448,Episcopacy,5
68449,presbyterian,3
68450,1638,4
68451,skirmishes,11
68452,kirkyards,1
68453,muirlands,2
68454,Peden,21
68455,Carrier,5
68456,Auchincloich,1
68457,Sorn,3
68458,school-master,2
68459,Precentor,1
68460,decreeing,2
68461,kirks,4
68462,disqualified,9
68463,conventicles,4
68464,South-West,20
68465,Penalties,2
68466,cooling-down,1
68467,Knockdow,1
68468,Bass,19
68469,Gravesend,5
68470,Bothwell,6
68471,raided,15
68472,repaying,4
68473,fugitive,22
68474,Muirkirk,3
68475,Garfield,3
68476,Meadowhead,1
68477,Priesthill,14
68478,Lugar,1
68479,Dippel,1
68480,Shillingside,1
68481,gorse,9
68482,Gallows,1
68483,zealot,2
68484,Pulpits,1
68485,Darvel,4
68486,conventicle,6
68487,muirs,4
68488,Nisbet,10
68489,Hardhill,2
68490,Woodburn,9
68491,smiddy,1
68492,bonfires,17
68493,Lothian,55
68494,Rutherglen,2
68495,extinguishing,7
68496,Avondale,1
68497,Harelaw,1
68498,muir,8
68499,Strathaven,2
68500,captives,12
68501,Messengers,2
68502,Self-defence,1
68503,Drumclog,3
68504,footmen,6
68505,pardoned,7
68506,riflemen,3
68507,hand-to-hand,12
68508,ex-soldier,2
68509,Grassmarket,1
68510,epithet,11
68511,CHRISTIAN,1
68512,CARRIER,1
68513,muirland,2
68514,delated,1
68515,ordinances,6
68516,Minister/person,1
68517,Airds,1
68518,Clavers,3
68519,Ayrshiremen,1
68520,Lanarkshire/Ayrshire,1
68521,suiting,2
68522,peats,2
68523,troopers,8
68524,Willingly,4
68525,'That,1
68526,desire',1
68527,Inwardly,9
68528,gratify,4
68529,Clavers.,1
68530,mornin,1
68531,Blacksyde,1
68532,Muirkirk/Strathaven,1
68533,inhospitable,8
68534,Solemn,3
68535,cherishes,2
68536,DOUGLAS,2
68537,OCHILTREE,1
68538,Drumsmudden,1
68539,pithead,3
68540,Cronberry,1
68541,Crofthead,1
68542,Shutters,1
68543,CHEESE,5
68544,BACON,1
68545,Kirkyard,2
68546,Overhill,2
68547,Gilmor,3
68548,Barbra,7
68549,Stewarton,2
68550,J.D.,1
68551,B.G.1692,1
68552,betrothal,10
68553,unskimmed,1
68554,long-famed,1
68555,cheesemaking,5
68556,creameries,1
68557,Islay,2
68558,whey,16
68559,pig-keeping,1
68560,bacons,1
68561,growth-promoted,1
68562,KILWINNING,1
68563,PAPINGO,1
68564,SHOOT,3
68565,papingo,30
68566,hoaxed,1
68567,wapenshaws,1
68568,popinjay,1
68569,archery,18
68570,bowman,4
68571,1488,1
68572,Bodyguard,1
68573,"1676,193",1
68574,resurrect,7
68575,arrowheads,3
68576,taffeta,13
68577,ells,1
68578,85cm,1
68579,benn,1
68580,demitting,1
68581,classless,5
68582,Papingo,2
68583,266,4
68584,re-modelled,2
68585,Wigton,1
68586,387,1
68587,ceremoniously,6
68588,regionalisation,2
68589,silverware,1
68590,irreplaceable,3
68591,wingtip,4
68592,ding,2
68593,"16,500",2
68594,Gaels,7
68595,place-names,3
68596,Brisbane,11
68597,Fullarton,4
68598,Galston,1
68599,Irvinebank,1
68600,Kilbirnie,1
68601,Kilkerran,2
68602,Stevenston,2
68603,Afton,6
68604,Cunninghams,2
68605,Ellerslie,1
68606,Mosgiel,2
68607,Borneo,5
68608,Emigration,8
68609,Dickie,8
68610,Dickies,1
68611,centennial,2
68612,950,3
68613,homelands,3
68614,outlandish,15
68615,ice-bound,7
68616,Baffin,3
68617,A–r,1
68618,sub-tropical,4
68619,Dunsmuir,1
68620,1825–89,1
68621,Hurlford,1
68622,Makdougall,1
68623,1773–1860,1
68624,guildhall,1
68625,1823–1899,1
68626,SIR,4
68627,HUGH,1
68628,MUIR,1
68629,NELSON,1
68630,1831–1906,1
68631,ROBERT,3
68632,BRUCE,1
68633,RONALD,1
68634,1831–1907,1
68635,woolbroker,1
68636,Mercantile,1
68637,Ronalds,1
68638,Bennals,1
68639,McILWRAITH,2
68640,1832–1902,1
68641,1835–1900,1
68642,FISHER,1
68643,1862–1928,1
68644,Wickliffe,1
68645,247,4
68646,1796–1871,1
68647,Disruption,3
68648,474,1
68649,Knowingly,2
68650,stipends,1
68651,snowed,8
68652,Barrack,1
68653,colonizer,1
68654,Otago,2
68655,mis-spelled,1
68656,"62,000",3
68657,70s,4
68658,80s,3
68659,1800–1850,2
68660,Arrowsmith,6
68661,Academically,2
68662,Missions,5
68663,sowed,11
68664,prayer-meeting,1
68665,Institutions,20
68666,Ure,2
68667,Andersonian,1
68668,1848–1850,1
68669,1857–8,3
68670,q.v.,3
68671,Congregational,8
68672,Lawnmarket,6
68673,Benevolent,6
68674,Bermondsey,9
68675,Fetter,2
68676,lay-missioner,1
68677,H.R.H.,3
68678,Trafford,2
68679,perturbed,15
68680,ex-pupils,1
68681,Youths,1
68682,Centenary,3
68683,1780–1836,1
68684,-century,1
68685,Loved,5
68686,Skirling,3
68687,Peebleshire,1
68688,incompletely,2
68689,Norie,1
68690,piebald,5
68691,lifelike,7
68692,alehouses,3
68693,preyed,6
68694,unscrupulous,22
68695,Newhaven,2
68696,pauper,17
68697,R.S.A.,1
68698,1795–1837,1
68699,Frognall,1
68700,Dibdin,2
68701,Wilkie,7
68702,meningitis,5
68703,Braidwood,8
68704,Hackney,16
68705,Fountainhall,1
68706,pot-bellied,1
68707,self-assertive,3
68708,Blackwood,4
68709,repining,1
68710,Greyfriars,5
68711,Etchings,1
68712,Illustrative,1
68713,Scenery,3
68714,1772–,1
68715,Pauncefort,1
68716,Instructing,1
68717,J.P,2
68718,vs,27
68719,untaught,3
68720,eg.,3
68721,wilful,18
68722,Circuit,1
68723,defendant,224
68724,Kinniburgh,2
68725,imputation,6
68726,common-law,3
68727,infanticide,5
68728,newly-born,2
68729,thread-mill,1
68730,Ellen,433
68731,Greaves,4
68732,corroborated,5
68733,splattered,12
68734,Witnesses,9
68735,Plaintiffs,1
68736,Prosecuting,1
68737,Brien,2
68738,Heavyweight,1
68739,Champion,21
68740,1809–1845,1
68741,'Un,1
68742,Spotted,6
68743,Parrish,3
68744,agog,5
68745,Fitzmaurice,2
68746,Cousens,1
68747,Jem,6
68748,8½,3
68749,manslaughter,12
68750,acquittal,6
68751,Connell,5
68752,wildfire,4
68753,O'Rourke,10
68754,bowie,1
68755,Bendigo,2
68756,Lillingstone,1
68757,Stotfield,4
68758,Disaster,4
68759,1785–1846,1
68760,Lossiemouth,1
