,Term,BNC_Baby_Counts
1753,Defence,8
1754,Hugo,91
1755,Brett,1
1756,MP,22
1757,date,40
1758,Charles,12
1759,Council,13
1760,drinks,45
1761,Reform,2
1762,except,142
1763,work,535
1764,chap,44
1765,PM,4
1766,advisers,7
1767,Blow,2
1768,F.,3
1769,Who,214
1770,involves,2
1771,rescuing,3
1772,dud,1
1773,areas,20
1774,hesitated,80
1775,cautious,8
1776,girlfriend,19
1777,easy,139
1778,tonight,80
1779,sideways,29
1780,unchanged,5
1781,merely,67
1782,courteous,8
1783,singers,3
1784,grace,21
1785,ordinary,63
1786,stiffs,4
1787,respectable,23
1788,paused,133
1789,decide,27
1790,noticing,19
1791,dirty,58
1792,walls,121
1793,neat,36
1794,impressed,33
1795,causing,15
1796,difficulty,51
1797,bottom,99
1798,Done,7
1799,Class,1
1800,lawyer,37
1801,Good,140
1802,question,242
1803,Fran,1
1804,lays,1
1805,finger,97
1806,brooded,5
1807,sooner,27
1808,later,319
1809,sounds,73
1810,tidy,26
1811,package,12
1812,neatly,33
1813,tabulated,1
1814,search,73
1815,equally,29
1816,pile,46
1817,pleasure,119
1818,Keeping,4
1819,glamorous,14
1820,eighty,11
1821,per,74
1822,cent,68
1823,battle,38
1824,certain,167
1825,particular,85
1826,necessary,85
1827,CV,2
1828,prospective,5
1829,clients,35
1830,Only,142
1831,basic,14
1832,facts,31
1833,copies,24
1834,photographs,51
1835,dozens,8
1836,regional,21
1837,forces,19
1838,snaffled,1
1839,lively,21
1840,arrogant,11
1841,square,64
1842,wide-set,2
1843,curving,17
1844,mouth,251
1845,Dark,4
1846,sallow,2
1847,photographer,14
1848,bothered,37
1849,disguise,25
1850,retouch,1
1851,part,274
1852,charm,18
1853,beckoned,18
1854,confident,26
1855,sexy,7
1856,join,74
1857,pace,27
1858,handful,21
1859,fun,51
1860,busied,4
1861,systematically,4
1862,Same,8
1863,attended,14
1864,North,32
1865,all-girls,1
1866,grammar,5
1867,entry,11
1868,aspiring,3
1869,pay,121
1870,blood-money,1
1871,austere,3
1872,intellectual,19
1873,governing,3
1874,body,491
1875,teaching,25
1876,birthdays,1
1877,apart,94
1878,among,122
1879,hundred,145
1880,girls,183
1881,Their,97
1882,ways,92
1883,diverged,1
1884,university,26
1885,Oxford,30
1886,English,189
1887,fatherless,1
1888,pressure,36
1889,living,166
1890,Cambridge,19
1891,law,47
1892,clever,56
1893,Exhibitioner,1
1894,second-class,2
1895,degree,23
1896,knowing,93
1897,photo,22
1898,shifting,16
1899,classic,10
1900,divide,10
1901,responsibility,38
1902,checking,22
1903,recorded,14
1904,movements,23
1905,jogged,1
1906,passage,35
1907,hanging,61
1908,Talk,8
1909,seconds,82
1910,strained,19
1911,over-extended,1
1912,bossy,2
1913,sigh,34
1914,"3,000",1
1915,calm,48
1916,hostile,10
1917,wall,266
1918,wondering,82
1919,About,57
1920,vanished,36
1921,silence,198
1922,ensued,3
1923,appeared,191
1924,functioning,3
1925,subject,94
1926,unconnected,4
1927,damned,55
1928,grimly,22
1929,hopes,20
1930,lost,194
1931,bet,38
1932,grinned,87
1933,telephone,154
1934,mates,8
1935,Different,4
1936,subjects,18
1937,pause,57
1938,gathered,50
1939,patiently,25
1940,Bugger,3
1941,women,306
1942,best-looking,3
1943,man-trap,1
1944,typically,3
1945,over-judicial,1
1946,unemotional,2
1947,real,254
1948,giving,115
1949,vent,11
1950,feminine,17
1951,refreshing,3
1952,Hang,12
1953,bill,35
1954,mate,28
1955,afford,77
1956,advantage,32
1957,lied,27
1958,directly,50
1959,volunteer,6
1960,truth,142
1961,lobbyist,1
1962,themselves,190
1963,use,192
1964,relations,33
1965,push,47
1966,buttons,12
1967,UK,63
1968,EEC,6
1969,perfectly,71
1970,trade,62
1971,lobbyists,3
1972,name,339
1973,wittering,1
1974,relationships,13
1975,opinion-formers,1
1976,banging,21
1977,importance,25
1978,properly,54
1979,informed,24
1980,Civil,2
1981,Service,12
1982,its,839
1983,obfuscating,1
1984,issues,12
1985,introducing,5
1986,suggest,43
1987,disliked,24
1988,chaps,19
1989,paid,101
1990,view,178
1991,Departmental,1
1992,example,40
1993,contact,69
1994,opinion-former,1
1995,flatteringly,1
1996,widely,12
1997,unions,11
1998,bailing,1
1999,Huerter,16
2000,Textiles,2
2001,Henry,88
2002,resident,8
2003,textile,3
2004,rescue-squad,1
2005,Trust,17
2006,firm,71
2007,contrary,13
2008,Barton,32
2009,Mills,2
2010,surviving,10
2011,company,157
2012,north-west,8
2013,chief,28
2014,executive,27
2015,Andy,11
2016,competitor,5
2017,order,110
2018,future,103
2019,money,405
2020,restore,7
2021,bombed-out,1
2022,balance,22
2023,sheet,50
2024,borrowings,2
2025,crudely,9
2026,paying,28
2027,undercut,1
2028,market,62
2029,offensively,2
2030,elementary,5
2031,drawn,55
2032,seem,176
2033,nonetheless,3
2034,worth,89
2035,change,174
2036,chance,118
2037,preventing,4
2038,assisting,4
2039,announcing,3
2040,feet,343
2041,rescued,10
2042,competition,6
2043,Fryers,1
2044,Towyn,1
2045,Metals,1
2046,tax-payers,1
2047,credibly,2
2048,warned,45
2049,statements,6
2050,risk,43
2051,bailed,2
2052,Rich,4
2053,Very,82
2054,earn,21
2055,conventional,14
2056,employer,12
2057,substantial,19
2058,fortune,37
2059,outright,5
2060,niece,23
2061,remember,325
2062,awfully,11
2063,cross,59
2064,note,79
2065,excluded,5
2066,dislike,15
2067,plans,74
2068,excited,40
2069,innocent,30
2070,wedding,24
2071,Reception,1
2072,grand,26
2073,smart,43
2074,swift,19
2075,fall,96
2076,postscript,1
2077,Prodding,1
2078,run,168
2079,substance,15
2080,lunch-time,4
2081,brain,57
2082,fully,45
2083,client,28
2084,centred,5
2085,forthcoming,8
2086,marriage,65
2087,Nothing,144
2088,disappearance,11
2089,planning,61
2090,undivided,3
2091,comprehensively,1
2092,abruptly,33
2093,Much,25
2094,fixing,4
2095,basically,7
2096,biting,20
2097,fingernails,5
2098,holding,121
2099,several,137
2100,sureties,1
2101,appears,16
2102,court,46
2103,terse,1
2104,details,66
2105,transatlantic,1
2106,levelly,4
2107,appalled,4
2108,instantly,31
2109,aware,124
2110,acted,18
2111,angry,83
2112,bloody-minded,2
2113,Coming,14
2114,ridiculous,48
2115,combination,10
2116,justified,12
2117,annoyance,15
2118,guilt,23
2119,overwork,1
2120,blew,39
2121,shreds,5
2122,over-stressed,1
2123,quarrel,23
2124,responded,22
2125,kind,347
2126,banged,25
2127,second,244
2128,raging,7
2129,Ten,27
2130,calmed,8
2131,sufficiently,11
2132,write,100
2133,financial,35
2134,status,9
2135,bethought,1
2136,guiltily,2
2137,assumed,35
2138,continue,53
2139,interrupted,51
2140,padded,24
2141,marked,52
2142,frieze,2
2143,officers,26
2144,lounging,2
2145,towards,585
2146,Two,116
2147,unconvincing,1
2148,references,10
2149,enquiring,5
2150,heartily,6
2151,between,431
2152,deep,223
2153,pallor,2
2154,overworked,3
2155,tend,12
2156,acquire,5
2157,winter,49
2158,overtired,2
2159,alert,20
2160,sparkling,15
2161,motor,16
2162,truly,34
2163,presence,95
2164,till,98
2165,dropped,125
2166,tracks,30
2167,formal,21
2168,decisively,4
2169,firmly,64
2170,closed,171
2171,dispassionately,6
2172,account,51
2173,summary,5
2174,unseeingly,4
2175,beautiful,170
2176,hearing,39
2177,echo,13
2178,chuntering,2
2179,justification,6
2180,anger,74
2181,led,158
2182,possibility,38
2183,smartly,14
2184,eaten,42
2185,sandwich,23
2186,lots,23
2187,pub,57
2188,drink,178
2189,eat,111
2190,collected,35
2191,tidied,3
2192,obvious,72
2193,chagrin,5
2194,good-night,4
2195,One,362
2196,repressed,5
2197,bustled,11
2198,noisy,21
2199,corner,164
2200,instant,35
2201,acknowledgement,11
2202,bartenders,1
2203,member,43
2204,hierarchy,4
2205,tray,33
2206,ate,51
2207,ravenously,2
2208,noting,14
2209,appetite,15
2210,frame,41
2211,eye,190
2212,licked,22
2213,fingers,138
2214,applied,21
2215,beer,44
2216,Like,118
2217,reflection,25
2218,Tell,81
2219,Did,278
2220,north,47
2221,eighteen,46
2222,Left,11
2223,wherever,19
2224,Stoke,4
2225,Trent,3
2226,forestalled,2
2227,stepfather,22
2228,half-brothers,1
2229,sisters,51
2230,dad,114
2231,mentally,11
2232,colour,110
2233,bought,129
2234,flat,183
2235,whereabouts,7
2236,discovered,64
2237,roads,25
2238,complained,10
2239,enjoyably,1
2240,local,159
2241,council,29
2242,graduate,2
2243,Flying,9
2244,Squad,4
2245,warmed,9
2246,confirmed,34
2247,Reading,3
2248,University,16
2249,graduates,2
2250,welcome,57
2251,guv'nor,3
2252,changing,49
2253,Scottish,8
2254,seventeen,15
2255,hard,298
2256,brute,3
2257,ignorance,12
2258,learnt,28
2259,glance,81
2260,faded,62
2261,alcove,7
2262,seat,117
2263,Alan,7
2264,Jones,14
2265,beamed,5
2266,recommendation,2
2267,leant,41
2268,nasal,5
2269,accent,31
2270,shrewd,7
2271,education,28
2272,becoming,51
2273,great,353
2274,matter,236
2275,factly,1
2276,Queen,28
2277,Eleanor,146
2278,urged,12
2279,independent,19
2280,grades,4
2281,Three,49
2282,history,51
2283,economics,4
2284,mine,83
2285,lads,24
2286,pretty,153
2287,opening,66
2288,reveal,20
2289,posh,3
2290,set,321
2291,in-laws,2
2292,pointed,147
2293,trespassed,1
2294,gaze,80
2295,plush,3
2296,seating,5
2297,lighting,17
2298,barmen,1
2299,openly,12
2300,glasses,60
2301,followed,207
2302,barman,3
2303,drink-pouring,1
2304,gesture,50
2305,nodding,28
2306,clock,42
2307,economically,3
2308,required,29
2309,ride,54
2310,serenely,5
2311,savouring,4
2312,self-consciously,4
2313,sensation,20
2314,whole-heartedly,1
2315,envied,7
2316,surrounding,18
2317,male,44
2318,drinkers,5
2319,drove,104
2320,sedately,1
2321,Getting,10
2322,passenger,21
2323,contrast,24
2324,courtesy,17
2325,gratefully,9
2326,yourself,169
2327,attempt,48
2328,policeman-like,1
2329,key,88
2330,wide,104
2331,Good-night,1
2332,demurely,4
2333,steps,102
2334,turning,107
2335,wave,61
2336,boy,326
2337,dog,102
2338,skirted,8
2339,sides,49
2340,puddle,2
2341,fourteen-year-old,4
2342,labouring,2
2343,wellington,1
2344,boots,62
2345,large,253
2346,three-year-old,4
2347,Labrador,9
2348,bitch,28
2349,picking,29
2350,frequent,10
2351,pauses,7
2352,paws,6
2353,hurt,90
2354,mud,34
2355,beyond,135
2356,bridge,41
2357,disused,8
2358,railway,16
2359,embankment,26
2360,built,73
2361,mixed,39
2362,string,27
2363,horses,76
2364,Ponies,1
2365,waving,34
2366,shyly,8
2367,lead,72
2368,rider,7
2369,capable,34
2370,unbridgeable,2
2371,gazing,26
2372,wistfully,6
2373,steaming,7
2374,February,17
2375,landscape,37
2376,unclipping,1
2377,Way,2
2378,Patty,4
2379,hurling,2
2380,flying,46
2381,ears,68
2382,rabbit,13
2383,patch,32
2384,sun,173
2385,contemptuous,4
2386,ease,29
2387,unequivocally,2
2388,riding-school,2
2389,land,102
2390,shooting,31
2391,estate,63
2392,hated,70
2393,keeping,92
2394,straining,9
2395,laughing,56
2396,cast,43
2397,catch,88
2398,trees,215
2399,grown,54
2400,twenty-five,16
2401,birds,39
2402,hopping,6
2403,branches,27
2404,stretch,24
2405,tractor,7
2406,unworried,2
2407,mile,29
2408,path,95
2409,following,108
2410,distance,84
2411,surprising,30
2412,docile,5
2413,creature,83
2414,devoted,16
2415,stables,27
2416,barking,13
2417,steep,10
2418,Probably,41
2419,squirrel,4
2420,slithered,7
2421,scolding,2
2422,Straightening,1
2423,leg,84
2424,uncomfortably,13
2425,wedged,9
2426,sapling,3
2427,swollen,18
2428,grotesquely,3
2429,stupidly,3
2430,plastic,72
2431,focused,11
2432,hideously,1
2433,human,121
2434,breeze,45
2435,shifted,25
2436,stomach-turning,1
2437,odour,10
2438,decay,12
2439,sensible,36
2440,closer,80
2441,breathe,15
2442,steadfastly,2
2443,wearing,158
2444,skirt,48
2445,dived,18
2446,clipped,7
2447,pull,55
2448,slope,20
2449,fast,123
2450,shock,65
2451,fled,28
2452,paths,11
2453,running,174
2454,o'clock,63
2455,stages,15
2456,Williams,28
2457,Jamie,23
2458,thin,129
2459,riding-class,1
2460,amazement,9
2461,leaned,99
2462,panting,10
2463,gate,74
2464,whining,8
2465,five-year-old,3
2466,mosquito,5
2467,placid,6
2468,beginners,1
2469,ponies,5
2470,class,51
2471,Below,8
2472,uncontrollable,5
2473,tears,100
2474,arm,240
2475,supported,24
2476,served,50
2477,stable,22
2478,calling,51
2479,scrubbed,7
2480,handkerchief,39
2481,gulped,14
2482,casting,15
2483,experienced,42
2484,Mummy,12
2485,Susie,4
2486,Aunt,93
2487,Margaret,39
2488,longingly,3
2489,describe,26
2490,location,17
2491,station,110
2492,sweet,62
2493,milky,9
2494,aunt,88
2495,recovered,24
2496,refuse,23
2497,severely,10
2498,assist,10
2499,eleven-thirty,3
2500,wordlessly,6
2501,consult,7
2502,solicitor,49
2503,headmistress,8
2504,packed,44
2505,Land,14
2506,Rover,18
2507,bone-thin,1
2508,wiry,6
2509,fifties,13
2510,forbidding,3
2511,prevent,27
2512,edging,6
2513,cars,63
2514,collect,34
2515,renewed,7
2516,queasiness,1
2517,reduced,18
2518,greeting,23
2519,leading,47
2520,bumped,13
2521,dry,87
2522,recognize,16
2523,Tears,6
2524,Almost,33
2525,singer,5
2526,handles,8
2527,pitch,23
2528,suited,26
2529,hunting-field,1
2530,discreetly,9
2531,thanked,18
2532,gravely,14
2533,peering,26
2534,pinched,16
2535,lad,44
2536,headed,33
2537,constables,9
2538,Soon,37
2539,policemen,40
2540,coughing,8
2541,involuntarily,9
2542,dear,138
2543,mopped,4
2544,shot,116
2545,missed,60
2546,guiding,7
2547,hill,62
2548,weep,11
2549,horse,73
2550,awe-struck,1
2551,owned,30
2552,Colonel,6
2553,thousand,115
2554,murmured,89
2555,received,79
2556,habitually,1
2557,riding,34
2558,carelessly,6
2559,Doctor,20
2560,tough,59
2561,Any,48
2562,casually,21
2563,deciding,8
2564,harm,27
2565,concede,4
2566,shaky,10
2567,bodies,85
2568,identify,22
2569,reassuringly,12
2570,Somebody,17
2571,earlier,92
2572,lit,74
2573,cigarette,109
2574,indeed,117
2575,Constable,7
2576,notify,4
2577,Presumably,13
2578,investigated,9
2579,crime,64
2580,squad,22
2581,chewed,20
2582,thumbnail,3
2583,highest,14
2584,priorities,11
2585,Ensure,2
2586,Body,4
2587,Moved,2
2588,Next,24
2589,Kin,1
2590,Notified,1
2591,Press,10
2592,story,150
2593,posted,15
2594,detective,37
2595,constable,14
2596,armed,23
2597,instructions,40
2598,repel,3
2599,attempts,18
2600,however,136
2601,authority,29
2602,unless,51
2603,Black,21
2604,climbed,61
2605,passengers,33
2606,aim,24
2607,abandoning,3
2608,kid,54
2609,well-connected,2
2610,Cambridgeshire,6
2611,substantially,4
2612,over-provided,1
2613,frowning,6
2614,pleasures,5
2615,plainly,14
2616,over-excited,3
2617,disentangle,2
2618,congratulations,2
2619,Actually,33
2620,nine,49
2621,pounds,65
2622,fantastic,17
2623,malicious,2
2624,event,26
2625,joint,16
2626,utterly,21
2627,secure,21
2628,news,146
2629,bring,157
2630,expressed,21
2631,qualified,11
2632,enthusiasm,28
2633,assured,32
2634,exactly,141
2635,excuse,32
2636,irresistibly,2
2637,approach,48
2638,ruined,24
2639,behalf,25
2640,coughed,23
2641,embarrassed,45
2642,pompous,9
2643,father,400
2644,scant,2
2645,delinquent,2
2646,concluded,33
2647,Wilsons,1
2648,enveloped,5
2649,feather,10
2650,eiderdown,1
2651,restless,18
2652,Wearing,2
2653,jeans,47
2654,shirt,79
2655,tugging,8
2656,filing,15
2657,cabinet,28
2658,over-balance,1
2659,sixteen,28
2660,dust,45
2661,lurking,8
2662,shone,34
2663,throwing,36
2664,sharp,109
2665,relief,72
2666,patches,16
2667,predecessor,3
2668,hung,109
2669,posters,6
2670,ingrained,3
2671,dirt,27
2672,flaking,3
2673,paintwork,2
2674,narrow,66
2675,metal,62
2676,advanced,25
2677,authoritatively,2
2678,ignoring,23
2679,clip,11
2680,ankle,10
2681,dealt,16
2682,unsecured,1
2683,drawer,22
2684,bricks,12
2685,unloaded,7
2686,direction,113
2687,managing,13
2688,officer,95
2689,arrival,42
2690,feel,388
2691,add,36
2692,further,165
2693,riders,12
2694,invitation,29
2695,food,133
2696,buying,18
2697,happy,137
2698,indulge,3
2699,grinning,23
2700,permanently,10
2701,bitchy,1
2702,mood,52
2703,teenage,6
2704,cue,4
2705,behaving,5
2706,intolerably,2
2707,wandered,37
2708,restlessly,5
2709,lie,84
2710,Without,39
2711,assiduous,3
2712,service,80
2713,fellow,90
2714,refugee,3
2715,weekends,13
2716,Brazzo,1
2717,admit,54
2718,general,53
2719,decorative,3
2720,smartness,2
2721,founder,4
2722,broad,35
2723,virtually,9
2724,neckless,1
2725,curling,10
2726,collar,54
2727,enormous,40
2728,dwarfed,2
2729,elegant,43
2730,menu,12
2731,studying,15
2732,apparent,33
2733,disbelief,16
2734,extended,22
2735,massive,26
2736,paw,5
2737,length,56
2738,palms,26
2739,sales,16
2740,places,79
2741,twelve,54
2742,shops,44
2743,space,85
2744,disparagingly,3
2745,minimalized,1
2746,white,413
2747,flooring,2
2748,stainless,4
2749,steel,81
2750,chairs,72
