,Synsets,domain,vote,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,nrpartrels_normalised,depthfromtopsynset_normalised,glosslength_normalised,ngrams_last_mean,CHILDES_Sum_Rel,BNC_Sum
809,Synset('gown.n.04'),garm,nb,0,1,0,8,53,4,3,6,0.0,0.8422688422688422,0.8756858919643945,-12.70702810353981,8.777794006943586e-06,779.0
810,Synset('trunk_hose.n.01'),garm,nb,0,1,0,10,69,10,1,1,0.0,1.052836052836053,1.1400438970857212,-17.695979217927718,1.7555588013887174e-17,1e-10
811,Synset('mantelet.n.02'),garm,nb,0,1,0,11,24,8,2,2,0.0,1.1581196581196582,0.3965370076819899,-16.088906885778304,1.7555588013887174e-17,8.0
812,Synset('bermuda_shorts.n.01'),garm,nb,0,1,0,10,32,14,2,1,0.0,1.052836052836053,0.5287160102426534,-17.59572648924063,1.7555588013887174e-17,1e-10
813,Synset('briefs.n.01'),garm,nb,0,1,0,10,57,6,2,4,0.0,1.052836052836053,0.9417753932447264,-14.271624907472631,1.7555588013887174e-17,137.0
814,Synset('pantie.n.01'),garm,nb,0,1,0,10,67,5,4,2,0.0,1.052836052836053,1.1069991464455553,-13.91502223571182,1.7555588013887174e-17,114.0
815,Synset('hot_pants.n.02'),garm,nb,0,1,0,10,67,9,1,2,0.0,1.052836052836053,1.1069991464455553,-17.043950319570815,1.7555588013887174e-17,1e-10
816,Synset('bikini_pants.n.01'),garm,nb,0,1,0,10,49,12,1,1,0.0,1.052836052836053,0.8095963906840629,-19.979784383247527,1.7555588013887174e-17,1e-10
817,Synset('pedal_pusher.n.01'),garm,nb,0,1,0,9,59,12,2,1,0.0,0.9475524475524476,0.974820143884892,-20.426798526900026,1.7555588013887174e-17,1e-10
818,Synset('yashmak.n.01'),garm,nb,0,1,0,9,34,7,2,1,0.0,0.9475524475524476,0.5617607608828191,-18.122553718185824,1.7555588013887174e-17,5.0
819,Synset('swimsuit.n.01'),garm,b,3,1,0,8,39,8,5,1,0.0,0.8422688422688422,0.6443726374832337,-15.744517495218377,5.266676404166152e-07,123.0
820,Synset('churidars.n.01'),garm,nb,0,1,0,9,93,9,1,1,0.0,0.9475524475524476,1.5365809047677113,-20.859591513478826,1.7555588013887174e-17,1e-10
821,Synset('trews.n.01'),garm,nb,0,1,0,9,41,5,1,1,0.0,0.9475524475524476,0.6774173881233996,-16.985942500866695,1.7555588013887174e-17,12.0
822,Synset('bvd.n.01'),garm,nb,0,1,0,10,29,3,2,1,0.0,1.052836052836053,0.4791488842824045,-18.07652479319219,1.7555588013887174e-17,1e-10
823,Synset('breeches.n.01'),garm,nb,4,1,1,9,30,8,5,2,3.613333333333333,0.9475524475524476,0.4956712596024875,-14.3636792762466,3.405784074694112e-05,528.0
824,Synset('stretch_pants.n.01'),garm,nb,0,1,0,9,34,13,1,1,0.0,0.9475524475524476,0.5617607608828191,-17.729717318326784,1.7555588013887174e-17,1e-10
825,Synset('chino.n.01'),garm,nb,0,1,1,9,30,5,1,2,3.613333333333333,0.9475524475524476,0.4956712596024875,-16.954652316204868,1.7555588013887174e-17,7.0
826,Synset('long_trousers.n.01'),garm,nb,0,1,0,9,29,10,2,1,0.0,0.9475524475524476,0.4791488842824045,-16.54018658654976,1.7555588013887174e-17,1e-10
827,Synset('short_pants.n.01'),garm,nb,3,1,0,9,38,6,3,7,0.0,0.9475524475524476,0.6278502621631508,-12.846945712431914,1.931114681527589e-05,1044.0
828,Synset('bellbottom_trousers.n.01'),garm,nb,0,1,0,9,96,12,3,1,0.0,0.9475524475524476,1.5861480307279598,-18.545171866586223,1.7555588013887174e-17,7.0
829,Synset('pantaloon.n.03'),garm,nb,0,1,0,9,29,9,1,3,0.0,0.9475524475524476,0.4791488842824045,-16.59774043772985,1.7555588013887174e-17,1.0
830,Synset('petticoat.n.01'),garm,nb,1,1,0,9,31,9,3,1,0.0,0.9475524475524476,0.5121936349225704,-14.881649381674553,1.755558801388717e-06,90.0
831,Synset('thong.n.02'),garm,nb,0,1,0,10,81,5,1,5,0.0,1.052836052836053,1.3383124009267162,-14.177925281965692,1.7555588013887174e-07,21.0
832,Synset('drawers.n.01'),garm,nb,0,1,0,10,22,6,5,7,0.0,1.052836052836053,0.3634922570418241,-13.500461254096503,1.7906699774164915e-05,1474.0
833,Synset('bloomers.n.01'),garm,nb,0,1,0,10,24,5,4,6,0.0,1.052836052836053,0.3965370076819899,-12.782221928077115,0.0001155157691313,1488.0
834,Synset('ballet_skirt.n.01'),garm,nb,0,1,0,9,35,4,2,2,0.0,0.9475524475524476,0.5782831362029021,-16.872434727337406,1.7555588013887174e-07,9.0
835,Synset('mess_jacket.n.01'),garm,nb,0,1,0,11,100,11,3,1,0.0,1.1581196581196582,1.6522375320082916,-18.74377226226997,1.7555588013887174e-17,1e-10
836,Synset('long_johns.n.01'),garm,nb,0,1,0,10,29,10,1,1,0.0,1.052836052836053,0.4791488842824045,-16.882419496087586,1.7555588013887174e-17,1e-10
837,Synset('undies.n.01'),garm,nb,0,1,0,11,17,6,1,1,0.0,1.1581196581196582,0.2808803804414095,-16.330159593253043,1.7555588013887174e-17,34.0
838,Synset('lingerie.n.01'),garm,nb,2,1,0,10,34,8,2,1,0.0,1.052836052836053,0.5617607608828191,-15.203405617754736,1.7555588013887174e-17,66.0
0,Synset('hand_tool.n.01'),,nb,156,1,1,8,31,9,1,1,6.894736842105264,0.8098918083462133,0.4831073043064477,-17.132983856263312,1.7555588013887174e-17,1e-10
1,Synset('tool.n.01'),,nb,347,1,0,7,47,4,1,8,4e-10,0.784409257003654,0.7830496197030061,-10.17331504046507,7.724458726110356e-06,2058.0
2,Synset('implement.n.01'),,nb,726,1,0,6,68,9,1,4,2.1481481481481484e-10,0.6385321100917432,1.037348763808522,-11.059880705323511,1.7555588013887174e-17,1527.0
3,Synset('instrumentality.n.03'),,nb,5494,1,0,5,83,15,2,4,2.5e-10,0.78125,1.3833333333333333,-13.33655522060034,1.7555588013887174e-17,162.0
4,Synset('artifact.n.01'),,nb,10504,1,0,4,34,8,2,1,8.666666666666667e-10,0.636085626911315,0.4787435689141619,-13.427769204466534,1.7555588013887174e-17,275.0
5,Synset('whole.n.02'),,nb,27878,1,2,3,58,4,2,8,8.0,0.7058823529411765,1.1180722891566266,-8.749051644135335,7.847347842207566e-05,38560.0
6,Synset('object.n.01'),,nb,29580,1,0,2,63,6,2,7,7.722222222222223e-10,0.4851657940663176,1.051891891891892,-9.703396519535405,3.511117602777435e-07,5680.0
7,Synset('physical_entity.n.01'),,nb,39555,1,0,1,37,15,1,1,0.0,0.6666666666666666,0.902439024390244,-16.373275950027246,1.7555588013887174e-17,1e-10
8,Synset('entity.n.01'),,nb,74373,0,0,0,101,6,1,1,0.0,0.0,2.148936170212766,-10.800712851611229,1.7555588013887174e-17,1152.0
9,Synset('edible_fruit.n.01'),,nb,196,2,1,6,74,12,1,1,1.1626016260162602,0.7681289167412713,1.095331746196046,-17.081690571677893,1.7555588013887174e-17,1e-10
10,Synset('fruit.n.01'),,nb,320,1,0,8,45,5,1,5,1.7258064516129034e-10,0.8833849329205367,0.7461645746164575,-10.164372541493456,4.722453175735649e-05,3761.0
11,Synset('reproductive_structure.n.01'),,nb,421,1,0,7,49,22,1,1,2.104166666666667e-10,0.7718340611353712,0.692458374142997,-18.62299069790339,1.7555588013887174e-17,1e-10
12,Synset('plant_organ.n.01'),,nb,603,1,0,6,53,11,1,1,2.842105263157895e-10,0.6952789699570815,0.8664850136239782,-18.493960429003177,1.7555588013887174e-17,1e-10
13,Synset('plant_part.n.01'),,nb,681,1,1,5,29,10,2,1,1.9,0.7265774378585086,0.3457254901960784,-17.59465527337343,1.7555588013887174e-17,1e-10
14,Synset('natural_object.n.01'),,nb,1112,1,0,4,46,14,1,1,5.277777777777778e-10,0.4960835509138381,0.5694553036226218,-15.635677006896469,1.7555588013887174e-17,1e-10
15,Synset('produce.n.01'),,nb,374,1,0,5,47,7,4,8,0.0,0.9090909090909092,1.1325301204819278,-10.811182782335688,5.266676404166152e-07,11398.0
16,Synset('food.n.02'),,nb,1120,1,1,4,82,4,2,3,4.185185185185185,0.6191780821917808,1.3452380952380951,-9.62168940525813,0.0002171626237317,16528.0
17,Synset('solid.n.01'),,nb,1231,1,0,3,53,5,1,18,5.909090909090909e-10,0.4462242562929062,0.7693166592228673,-10.138981163871708,1.5800029212498455e-06,3418.0
18,Synset('matter.n.03'),,nb,6575,1,0,2,38,6,1,7,7.600000000000001e-10,0.4903225806451613,0.5211115120894984,-8.466353662994692,0.0002664938260508,21634.0
19,Synset('musical_instrument.n.01'),,nb,163,1,0,7,90,10,2,9,3.9047619047619047e-10,0.6944948578342407,1.1390646704738383,-11.012292728921643,1.755558801388717e-06,2500.0
20,Synset('device.n.01'),,nb,2760,1,0,6,52,6,1,5,5.8e-10,0.729559748427673,0.5965189873417722,-10.337160618973323,1.7555588013887174e-17,2760.0
21,Synset('furniture.n.01'),,nb,196,1,0,7,62,9,3,1,3.2131147540983605e-10,0.7228661749209694,1.158326184348489,-12.038504180708658,7.373346965832612e-06,3233.0
22,Synset('furnishing.n.02'),,nb,222,1,0,6,164,10,1,5,4.333333333333333e-10,0.7609756097560976,2.379464285714286,-12.696840460538333,1.7555588013887174e-17,240.0
23,Synset('garment.n.01'),,nb,271,1,18,7,22,7,1,2,53.4,0.6677384780278671,0.3881839809674861,-11.999943963298788,1.7555588013887174e-17,647.0
24,Synset('clothing.n.01'),,nb,560,2,1,6,49,4,6,12,7.25,0.6675191815856777,0.8188628505570495,-11.603001968353777,0.0001281557925013,6583.0
25,Synset('consumer_goods.n.01'),,nb,620,1,0,6,66,14,1,1,0.0,0.8333333333333333,1.3924050632911391,-13.659936771224755,1.7555588013887174e-17,1e-10
26,Synset('commodity.n.01'),,nb,680,1,0,5,20,4,3,27,2.033333333333333e-09,0.6475583864118896,0.336551724137931,-8.493928000820466,0.00187107457052,73847.0
27,Synset('covering.n.02'),,nb,1013,1,0,5,84,8,1,31,1.325e-09,0.6708860759493671,1.366902057107768,-10.792735389847955,2.4577823219442043e-06,3185.0
