,Synsets,domain,vote,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,nrpartrels_normalised,depthfromtopsynset_normalised,glosslength_normalised,ngrams_last_mean,CHILDES_Sum_Rel,BNC_Sum
161,Synset('citrus.n.01'),fruit,nb,19,1,2,7,98,6,3,2,2.6802721088435373,0.8761118170266836,1.5541780711640638,-14.52089699,1.7555588013887174e-17,131.0
162,Synset('clementine.n.02'),fruit,nb,0,1,0,9,62,10,1,2,0.0,1.1264294790343077,0.983255514409918,-18.3037331,1.7555588013887174e-17,2.0
163,Synset('cling.n.01'),fruit,nb,0,1,0,7,64,5,2,4,0.0,0.8761118170266836,1.0149734342295926,-13.15141862,1.7555588013887174e-17,387.0
164,Synset('concord_grape.n.01'),fruit,nb,0,1,0,10,70,13,1,1,0.0,1.2515883100381195,1.110127193688617,-18.58192926,1.7555588013887174e-17,1e-10
165,Synset('cooking_apple.n.01'),fruit,nb,4,1,0,8,62,13,1,1,0.0,1.0012706480304956,0.983255514409918,-19.03145429,1.7555588013887174e-17,1e-10
166,Synset('cortland.n.01'),fruit,nb,0,1,0,9,27,8,1,1,0.0,1.1264294790343077,0.4281919175656094,-15.7015509,1.7555588013887174e-17,2.0
167,Synset('cox's_orange_pippin.n.01'),fruit,nb,0,1,0,10,39,19,1,1,0.0,1.2515883100381195,0.618499436483658,-18.37432775,1.7555588013887174e-17,1e-10
168,Synset('crab_apple.n.03'),fruit,nb,0,1,1,8,41,9,2,3,1.3401360544217686,1.0012706480304956,0.6502173563033328,-17.08894556,1.7555588013887174e-17,6.0
169,Synset('currant.n.03'),fruit,nb,0,1,0,9,93,7,1,3,0.0,1.1264294790343077,1.474883271614877,-14.36654988,3.686673482916306e-06,66.0
170,Synset('damson.n.01'),fruit,nb,0,1,1,8,35,6,2,3,1.3401360544217686,1.0012706480304956,0.5550635968443085,-17.33981582,1.7555588013887174e-17,19.0
171,Synset('date.n.08'),fruit,b,0,1,1,7,65,4,1,13,1.3401360544217686,0.8761118170266836,1.0308323941394302,-9.465043549,7.197791085693741e-06,11658.0
172,Synset('delicious.n.01'),fruit,nb,2,1,0,9,30,9,1,3,0.0,1.1264294790343077,0.4757687972951215,-14.59060663,1.7555588013887174e-17,72.0
173,Synset('dewberry.n.02'),fruit,nb,0,1,2,8,67,8,1,2,2.6802721088435373,1.0012706480304956,1.0625503139591048,-17.24391547,1.7555588013887174e-17,1e-10
174,Synset('dried_fruit.n.01'),fruit,nb,6,1,0,7,25,11,1,1,0.0,0.8761118170266836,0.3964739977459346,-15.21127001,1.7555588013887174e-17,1e-10
175,Synset('durian.n.02'),fruit,b,0,1,1,7,122,6,1,2,1.3401360544217686,0.8761118170266836,1.934793109000161,-16.17148683,1.7555588013887174e-17,10.0
176,Synset('eating_apple.n.01'),fruit,nb,19,1,0,8,54,12,2,1,0.0,1.0012706480304956,0.8563838351312189,-18.59932099,1.7555588013887174e-17,1e-10
177,Synset('edible_fruit.n.01'),fruit,nb,196,2,1,6,74,12,1,1,1.3401360544217686,0.7509529860228716,1.1735630333279663,-17.08169057,1.7555588013887174e-17,1e-10
178,Synset('emperor.n.02'),fruit,nb,0,1,0,9,29,7,1,4,0.0,1.1264294790343077,0.4599098373852842,-11.19968283,1.7555588013887174e-17,684.0
179,Synset('empire.n.05'),fruit,nb,0,1,0,9,94,6,1,5,0.0,1.1264294790343077,1.4907422315247143,-10.56605705,1.7555588013887174e-17,1958.0
180,Synset('feijoa.n.02'),fruit,b,0,1,1,7,93,6,2,2,1.3401360544217686,0.8761118170266836,1.474883271614877,-19.50519771,1.7555588013887174e-17,1e-10
181,Synset('fig.n.04'),fruit,b,0,1,1,7,93,3,1,4,1.3401360544217686,0.8761118170266836,1.474883271614877,-11.72639269,1.7555588013887174e-07,395.0
182,Synset('flame_tokay.n.01'),fruit,nb,0,1,0,10,24,11,1,1,0.0,1.2515883100381195,0.3806150378360972,-23.02585093,1.7555588013887174e-17,1e-10
183,Synset('fox_grape.n.02'),fruit,nb,2,1,1,9,133,9,1,2,1.3401360544217686,1.1264294790343077,2.109241668008372,-19.0965936,1.7555588013887174e-17,1e-10
184,Synset('freestone.n.01'),fruit,nb,0,1,0,7,63,9,1,1,0.0,0.8761118170266836,0.9991144743197552,-15.39675721,1.7555588013887174e-17,5.0
185,Synset('genip.n.02'),fruit,b,0,1,1,7,107,5,2,2,1.3401360544217686,0.8761118170266836,1.6969087103526004,-20.37242935,1.7555588013887174e-17,1e-10
186,Synset('genipap.n.01'),fruit,b,0,1,1,7,57,7,2,2,1.3401360544217686,0.8761118170266836,0.903960714860731,-21.25250498,1.7555588013887174e-17,1e-10
187,Synset('golden_delicious.n.01'),fruit,nb,0,1,0,10,37,16,2,1,0.0,1.2515883100381195,0.5867815166639833,-17.96333216,1.7555588013887174e-17,1e-10
188,Synset('gooseberry.n.02'),fruit,nb,0,1,1,9,53,10,1,2,1.3401360544217686,1.1264294790343077,0.8405248752213814,-14.813054,5.266676404166152e-07,49.0
189,Synset('granadilla.n.04'),fruit,nb,0,1,2,8,80,10,1,4,2.6802721088435373,1.0012706480304956,1.268716792786991,-18.14372875,1.7555588013887174e-17,1e-10
190,Synset('granny_smith.n.01'),fruit,nb,0,1,0,9,43,12,1,1,0.0,1.1264294790343077,0.6819352761230076,-16.61650629,1.7555588013887174e-17,1e-10
191,Synset('grape.n.01'),fruit,b,14,1,2,7,90,5,1,3,2.6802721088435373,0.8761118170266836,1.4273063918853648,-12.43200131,4.792675527791198e-05,255.0
192,Synset('grapefruit.n.02'),fruit,b,0,1,2,8,82,10,1,2,2.6802721088435373,1.0012706480304956,1.3004347126066655,-14.29523827,8.0755704863881e-06,110.0
193,Synset('greengage.n.01'),fruit,nb,0,1,0,8,46,9,2,1,0.0,1.0012706480304956,0.7295121558525197,-18.5541717,1.7555588013887174e-17,3.0
194,Synset('grimes'_golden.n.01'),fruit,nb,0,1,0,9,50,14,1,1,0.0,1.1264294790343077,0.7929479954918693,-23.02585093,1.7555588013887174e-17,1e-10
195,Synset('guava.n.03'),fruit,b,0,1,1,7,85,5,1,3,1.3401360544217686,0.8761118170266836,1.3480115923361775,-15.27146196,3.511117602777435e-07,19.0
196,Synset('heart_cherry.n.02'),fruit,nb,1,1,0,9,47,7,3,2,0.0,1.1264294790343077,0.7453711157623572,-20.21233271,1.7555588013887174e-17,1.0
197,Synset('honeydew.n.01'),fruit,nb,0,1,0,10,102,8,2,2,0.0,1.2515883100381195,1.617613910803413,-16.46789904,1.7555588013887174e-17,20.0
198,Synset('huckleberry.n.03'),fruit,nb,0,1,1,8,83,11,1,3,1.3401360544217686,1.0012706480304956,1.316293672516503,-15.80184815,1.7555588013887174e-07,1.0
199,Synset('jaboticaba.n.02'),fruit,b,0,1,1,7,61,10,1,2,1.3401360544217686,0.8761118170266836,0.9673965545000806,-19.80098456,1.7555588013887174e-17,1e-10
200,Synset('jackfruit.n.02'),fruit,b,0,1,1,7,122,3,3,14,1.3401360544217686,0.8761118170266836,1.934793109000161,-13.8871139,2.1066705616664607e-06,275.0
201,Synset('jaffa_orange.n.01'),fruit,nb,0,1,0,10,38,12,1,1,0.0,1.2515883100381195,0.6026404765738207,-20.52210875,1.7555588013887174e-17,1e-10
202,Synset('jonathan.n.01'),fruit,nb,0,1,0,9,44,8,1,1,0.0,1.1264294790343077,0.697794236032845,-11.37546812,8.953349887082458e-06,1540.0
203,Synset('jujube.n.02'),fruit,b,0,2,1,7,52,6,3,3,1.3401360544217686,0.8761118170266836,0.8246659153115441,-17.7899017,1.7555588013887174e-17,2.0
204,Synset('kai_apple.n.01'),fruit,b,0,1,1,7,86,9,1,1,1.3401360544217686,0.8761118170266836,1.3638705522460153,-23.02585093,1.7555588013887174e-17,1e-10
205,Synset('ketembilla.n.02'),fruit,b,0,1,1,7,104,10,3,2,1.3401360544217686,0.8761118170266836,1.6493318306230882,-23.02585093,1.7555588013887174e-17,1e-10
206,Synset('key_lime.n.01'),fruit,nb,0,1,0,9,44,8,1,1,0.0,1.1264294790343077,0.697794236032845,-17.57556668,1.7555588013887174e-17,1e-10
207,Synset('kiwi.n.03'),fruit,b,0,1,1,7,59,4,3,4,1.3401360544217686,0.8761118170266836,0.9356786346804058,-16.62445269,6.320011684999382e-06,55.0
208,Synset('kumquat.n.02'),fruit,b,0,1,1,8,63,7,1,2,1.3401360544217686,1.0012706480304956,0.9991144743197552,-17.67664764,1.7555588013887174e-17,1.0
209,Synset('lane's_prince_albert.n.01'),fruit,nb,0,1,0,9,31,20,1,1,0.0,1.1264294790343077,0.4916277572049589,-19.79203828,1.7555588013887174e-17,1e-10
210,Synset('lanseh.n.01'),fruit,b,0,1,1,7,39,5,4,1,1.3401360544217686,0.8761118170266836,0.618499436483658,-21.46818127,1.7555588013887174e-17,1.0
211,Synset('lemon.n.01'),fruit,b,0,1,2,8,41,5,1,5,2.6802721088435373,1.0012706480304956,0.6502173563033328,-12.14423231,5.5300102243744594e-05,968.0
212,Synset('lime.n.06'),fruit,b,1,1,1,8,51,4,1,8,1.3401360544217686,1.0012706480304956,0.8088069554017067,-11.51544551,3.511117602777435e-07,490.0
213,Synset('lingonberry.n.02'),fruit,nb,0,1,1,8,60,8,4,2,1.3401360544217686,1.0012706480304956,0.9515375945902432,-19.16444779,1.7555588013887174e-17,1.0
214,Synset('litchi.n.02'),fruit,b,0,1,1,7,105,5,7,2,1.3401360544217686,0.8761118170266836,1.6651907905329255,-18.18404947,1.7555588013887174e-17,4.0
215,Synset('loganberry.n.02'),fruit,nb,0,1,1,8,33,10,1,2,1.3401360544217686,1.0012706480304956,0.5233456770246337,-18.27226984,1.7555588013887174e-17,5.0
216,Synset('loquat.n.02'),fruit,b,0,1,1,7,107,6,2,3,1.3401360544217686,0.8761118170266836,1.6969087103526004,-17.76247435,1.7555588013887174e-17,1.0
217,Synset('macoun.n.01'),fruit,nb,0,1,0,10,44,6,1,1,0.0,1.2515883100381195,0.697794236032845,-18.0687873,1.7555588013887174e-17,2.0
218,Synset('mamey.n.02'),fruit,b,0,1,1,7,98,5,3,4,1.3401360544217686,0.8761118170266836,1.5541780711640638,-18.83527283,1.7555588013887174e-17,1e-10
219,Synset('mandarin.n.05'),fruit,b,3,1,1,8,60,8,2,6,1.3401360544217686,1.0012706480304956,0.9515375945902432,-15.0028745,2.4577823219442043e-06,70.0
220,Synset('mango.n.02'),fruit,b,0,1,1,7,89,5,1,2,1.3401360544217686,0.8761118170266836,1.4114474319755272,-13.74798341,5.266676404166152e-07,95.0
221,Synset('mangosteen.n.02'),fruit,b,0,1,1,7,92,10,1,2,1.3401360544217686,0.8761118170266836,1.4590243117050394,-17.53794673,1.7555588013887174e-17,2.0
222,Synset('marang.n.02'),fruit,b,0,1,1,7,96,6,1,2,1.3401360544217686,0.8761118170266836,1.522460151344389,-19.88614233,1.7555588013887174e-17,1e-10
223,Synset('mcintosh.n.01'),fruit,nb,1,1,0,9,111,8,1,1,0.0,1.1264294790343077,1.76034454999195,-14.43978821,1.7555588013887174e-17,125.0
224,Synset('melon_ball.n.01'),fruit,nb,0,1,0,8,31,10,1,1,0.0,1.0012706480304956,0.4916277572049589,-19.97978438,1.7555588013887174e-17,1e-10
225,Synset('melon.n.01'),fruit,b,9,1,1,7,83,5,1,2,1.3401360544217686,0.8761118170266836,1.316293672516503,-13.81238123,1.7380032133748302e-05,178.0
226,Synset('morello.n.02'),fruit,nb,0,1,2,9,55,7,1,2,2.6802721088435373,1.1264294790343077,0.8722427950410562,-18.97430597,1.7555588013887174e-17,3.0
227,Synset('muscadine.n.02'),fruit,nb,1,1,1,8,43,9,2,2,1.3401360544217686,1.0012706480304956,0.6819352761230076,-17.83773293,1.7555588013887174e-17,2.0
228,Synset('muscat.n.04'),fruit,nb,0,1,1,9,46,6,3,4,1.3401360544217686,1.1264294790343077,0.7295121558525197,-17.99547362,1.7555588013887174e-17,8.0
229,Synset('muskmelon.n.02'),fruit,nb,6,1,1,8,79,9,2,2,1.3401360544217686,1.0012706480304956,1.2528578328771536,-18.00447202,1.7555588013887174e-17,1e-10
230,Synset('navel_orange.n.01'),fruit,nb,0,1,0,10,61,12,1,1,0.0,1.2515883100381195,0.9673965545000806,-17.99159155,1.7555588013887174e-17,1e-10
231,Synset('nectarine.n.02'),fruit,b,0,1,1,7,57,9,1,2,1.3401360544217686,0.8761118170266836,0.903960714860731,-15.91921041,6.320011684999382e-06,9.0
232,Synset('net_melon.n.02'),fruit,nb,0,1,1,9,92,9,3,2,1.3401360544217686,1.1264294790343077,1.4590243117050394,-23.04783737,1.7555588013887174e-17,1e-10
233,Synset('newtown_wonder.n.01'),fruit,nb,0,1,0,9,31,14,1,1,0.0,1.1264294790343077,0.4916277572049589,-23.02585093,1.7555588013887174e-17,1e-10
234,Synset('northern_spy.n.01'),fruit,nb,0,1,0,9,63,12,1,1,0.0,1.1264294790343077,0.9991144743197552,-17.6075865,1.7555588013887174e-17,1e-10
235,Synset('orange.n.01'),fruit,b,6,1,2,8,59,6,1,6,2.6802721088435373,1.0012706480304956,0.9356786346804058,-11.17204191,0.0003479517544352,2046.0
236,Synset('papaya.n.02'),fruit,b,0,1,1,7,57,6,1,2,1.3401360544217686,0.8761118170266836,0.903960714860731,-14.72466341,1.7555588013887174e-07,16.0
237,Synset('passion_fruit.n.01'),fruit,b,3,1,1,7,104,13,1,1,1.3401360544217686,0.8761118170266836,1.6493318306230882,-16.67111037,1.7555588013887174e-17,1e-10
238,Synset('peach.n.03'),fruit,b,0,2,1,7,55,5,1,5,1.3401360544217686,0.8761118170266836,0.8722427950410562,-12.82199124,2.773782906194173e-05,233.0
239,Synset('pear.n.01'),fruit,b,4,2,1,7,61,4,1,2,1.3401360544217686,0.8761118170266836,0.9673965545000806,-12.93271289,4.669786411693988e-05,195.0
240,Synset('pearmain.n.01'),fruit,nb,0,1,0,9,49,8,1,1,0.0,1.1264294790343077,0.7770890355820319,-17.2614738,1.7555588013887174e-17,2.0
241,Synset('persian_melon.n.02'),fruit,nb,0,1,0,10,82,13,1,2,0.0,1.2515883100381195,1.3004347126066655,-20.96839581,1.7555588013887174e-17,1e-10
242,Synset('pineapple.n.02'),fruit,b,0,1,1,7,89,6,2,2,1.3401360544217686,0.8761118170266836,1.4114474319755272,-14.51359397,3.0195611383885936e-05,218.0
243,Synset('pippin.n.01'),fruit,nb,1,1,0,9,91,6,1,1,0.0,1.1264294790343077,1.443165351795202,-14.49625916,2.633338202083076e-06,131.0
244,Synset('pitahaya.n.02'),fruit,b,0,1,1,7,97,8,1,2,1.3401360544217686,0.8761118170266836,1.5383191112542265,-19.01997598,1.7555588013887174e-17,1e-10
245,Synset('plum.n.02'),fruit,b,5,2,1,7,108,4,1,5,1.3401360544217686,0.8761118170266836,1.7127676702624377,-13.02129455,1.825781153444265e-05,227.0
246,Synset('pomegranate.n.02'),fruit,b,0,1,1,7,87,11,1,2,1.3401360544217686,0.8761118170266836,1.3797295121558526,-14.17578889,1.7555588013887174e-17,22.0
247,Synset('pomelo.n.02'),fruit,b,0,1,1,8,70,6,2,2,1.3401360544217686,1.0012706480304956,1.110127193688617,-17.62669673,1.7555588013887174e-17,2.0
248,Synset('prickly_pear.n.02'),fruit,b,0,1,1,7,69,12,1,2,1.3401360544217686,0.8761118170266836,1.0942682337787797,-15.50748141,1.7555588013887174e-17,1e-10
249,Synset('prima.n.01'),fruit,nb,0,1,0,9,31,5,1,2,0.0,1.1264294790343077,0.4916277572049589,-14.36681699,1.7555588013887174e-17,75.0
250,Synset('pulasan.n.02'),fruit,b,0,1,1,7,64,7,2,2,1.3401360544217686,0.8761118170266836,1.0149734342295926,-21.74689469,1.7555588013887174e-17,1e-10
251,Synset('quandong.n.04'),fruit,b,0,1,1,7,48,8,4,4,1.3401360544217686,0.8761118170266836,0.7612300756721945,-19.80748529,1.7555588013887174e-17,1e-10
252,Synset('quince.n.02'),fruit,b,0,2,1,7,57,6,1,2,1.3401360544217686,0.8761118170266836,0.903960714860731,-14.89510526,1.7555588013887174e-17,23.0
253,Synset('raisin.n.01'),fruit,b,3,1,0,8,11,6,1,1,0.0,1.0012706480304956,0.1744485590082112,-14.71881987,3.160005842499691e-06,20.0
254,Synset('rambutan.n.02'),fruit,b,0,1,1,7,70,8,2,2,1.3401360544217686,0.8761118170266836,1.110127193688617,-18.63655906,1.7555588013887174e-17,2.0
255,Synset('red_currant.n.02'),fruit,nb,0,1,1,9,52,11,1,2,1.3401360544217686,1.1264294790343077,0.8246659153115441,-17.30163412,1.7555588013887174e-17,1e-10
256,Synset('red_delicious.n.01'),fruit,nb,0,1,0,10,76,13,1,1,0.0,1.2515883100381195,1.2052809531476414,-17.72971732,1.7555588013887174e-17,1e-10
257,Synset('ribier.n.01'),fruit,nb,0,1,0,9,45,6,1,1,0.0,1.1264294790343077,0.7136531959426824,-23.02585093,1.7555588013887174e-17,1e-10
258,Synset('rome_beauty.n.01'),fruit,nb,0,1,0,9,41,11,1,1,0.0,1.1264294790343077,0.6502173563033328,-18.52604878,1.7555588013887174e-17,1e-10
259,Synset('sapodilla.n.02'),fruit,b,0,1,1,7,70,6,3,2,1.3401360544217686,0.8761118170266836,1.110127193688617,-18.53118295,1.7555588013887174e-17,1.0
260,Synset('saskatoon.n.02'),fruit,nb,0,1,1,8,28,9,4,2,1.3401360544217686,1.0012706480304956,0.4440508774754468,-18.60984888,1.7555588013887174e-17,1.0
261,Synset('satsuma.n.02'),fruit,nb,0,1,1,9,67,7,1,2,1.3401360544217686,1.1264294790343077,1.0625503139591048,-17.88466235,8.777794006943587e-07,9.0
262,Synset('scuppernong.n.01'),fruit,nb,0,1,0,9,57,11,1,1,0.0,1.1264294790343077,0.903960714860731,-18.33151265,1.7555588013887174e-17,1e-10
263,Synset('seckel.n.01'),fruit,nb,0,1,0,8,38,6,2,1,0.0,1.0012706480304956,0.6026404765738207,-20.66181278,1.7555588013887174e-17,1e-10
264,Synset('seeded_raisin.n.01'),fruit,nb,0,1,0,9,32,13,1,1,0.0,1.1264294790343077,0.5074867171147963,-21.79507439,1.7555588013887174e-17,1e-10
265,Synset('seedless_raisin.n.01'),fruit,nb,0,1,0,9,20,7,2,2,0.0,1.1264294790343077,0.3171791981967477,-16.83751992,3.511117602777435e-07,10.0
266,Synset('slipskin_grape.n.01'),fruit,nb,3,1,0,8,46,14,1,1,0.0,1.0012706480304956,0.7295121558525197,-23.02585093,1.7555588013887174e-17,1e-10
267,Synset('sloe.n.03'),fruit,nb,0,1,2,8,66,4,1,3,2.6802721088435373,1.0012706480304956,1.0466913540492675,-16.01262916,1.7555588013887174e-17,11.0
268,Synset('sour_cherry.n.03'),fruit,nb,2,1,0,8,41,11,1,3,0.0,1.0012706480304956,0.6502173563033328,-17.61849174,1.7555588013887174e-17,1e-10
269,Synset('sour_gourd.n.02'),fruit,b,0,1,1,7,41,10,2,3,1.3401360544217686,0.8761118170266836,0.6502173563033328,-20.09032626,1.7555588013887174e-17,1e-10
270,Synset('stayman_winesap.n.01'),fruit,nb,0,1,0,9,62,15,1,1,0.0,1.1264294790343077,0.983255514409918,-19.27507644,1.7555588013887174e-17,1e-10
271,Synset('stayman.n.01'),fruit,nb,0,1,0,9,44,7,1,1,0.0,1.1264294790343077,0.697794236032845,-17.5637546,1.7555588013887174e-17,1.0
272,Synset('sugarberry.n.02'),fruit,nb,0,1,0,8,79,9,2,2,0.0,1.0012706480304956,1.2528578328771536,-17.52424064,1.7555588013887174e-17,1e-10
273,Synset('sultana.n.01'),fruit,nb,0,1,0,9,52,7,1,2,0.0,1.1264294790343077,0.8246659153115441,-16.14688665,3.511117602777435e-07,10.0
274,Synset('sweet_calabash.n.02'),fruit,nb,0,1,1,8,44,14,1,2,1.3401360544217686,1.0012706480304956,0.697794236032845,-21.94922508,1.7555588013887174e-17,1e-10
275,Synset('sweet_cherry.n.02'),fruit,nb,3,1,1,8,70,12,2,2,1.3401360544217686,1.0012706480304956,1.110127193688617,-17.02863603,1.7555588013887174e-17,1e-10
276,Synset('sweet_orange.n.01'),fruit,nb,3,1,1,9,51,12,1,2,1.3401360544217686,1.1264294790343077,0.8088069554017067,-16.76650564,1.7555588013887174e-17,1e-10
277,Synset('tamarind.n.02'),fruit,b,0,1,1,7,131,8,2,2,1.3401360544217686,0.8761118170266836,2.077523748188697,-15.71982173,1.7555588013887174e-17,10.0
278,Synset('tangerine.n.02'),fruit,nb,0,1,1,9,83,9,1,4,1.3401360544217686,1.1264294790343077,1.316293672516503,-15.8127566,5.266676404166152e-07,32.0
279,Synset('temple_orange.n.02'),fruit,nb,0,1,1,9,61,13,1,2,1.3401360544217686,1.1264294790343077,0.9673965545000806,-21.79507439,1.7555588013887174e-17,1e-10
280,Synset('thompson_seedless.n.01'),fruit,nb,0,1,0,9,40,17,1,1,0.0,1.1264294790343077,0.6343583963934954,-19.04050417,1.7555588013887174e-17,1e-10
281,Synset('tokay.n.02'),fruit,nb,1,1,1,9,83,5,1,2,1.3401360544217686,1.1264294790343077,1.316293672516503,-16.02517871,1.7555588013887174e-17,5.0
282,Synset('valencia_orange.n.01'),fruit,nb,0,1,0,10,72,15,1,1,0.0,1.2515883100381195,1.141845113508292,-18.50454258,1.7555588013887174e-17,1e-10
283,Synset('victoria_plum.n.01'),fruit,nb,0,1,0,8,34,13,1,1,0.0,1.0012706480304956,0.5392046369344711,-20.85061276,1.7555588013887174e-17,1e-10
284,Synset('vinifera_grape.n.02'),fruit,nb,7,1,1,8,66,14,1,2,1.3401360544217686,1.0012706480304956,1.0466913540492675,-20.30699731,1.7555588013887174e-17,1e-10
285,Synset('windfall.n.01'),fruit,nb,0,1,0,7,35,8,1,2,0.0,0.8761118170266836,0.5550635968443085,-14.1072524,1.7555588013887174e-17,146.0
286,Synset('winesap.n.01'),fruit,nb,0,1,0,9,30,7,1,1,0.0,1.1264294790343077,0.4757687972951215,-17.64543267,1.7555588013887174e-17,1e-10
287,Synset('winter_melon.n.02'),fruit,nb,3,1,1,9,97,12,1,2,1.3401360544217686,1.1264294790343077,1.5383191112542265,-18.8065106,1.7555588013887174e-17,1e-10
288,Synset('wintergreen.n.03'),fruit,nb,0,1,1,8,52,8,5,3,1.3401360544217686,1.0012706480304956,0.8246659153115441,-17.58801161,1.7555588013887174e-17,3.0
289,Synset('accordion.n.01'),music,b,0,2,1,9,122,9,3,1,3.9047619047619047,0.8929219600725952,1.54406544219787,-15.38117787,1.0533352808332303e-06,79.0
290,Synset('acoustic_guitar.n.01'),music,nb,0,1,0,10,42,15,1,1,0.0,0.9921355111917723,0.5315635128877914,-15.77648118,1.7555588013887174e-17,1e-10
291,Synset('aeolian_harp.n.01'),music,nb,0,1,0,11,76,9,3,1,0.0,1.0913490623109496,0.9618768328445748,-19.20124217,1.7555588013887174e-17,1e-10
292,Synset('amati.n.02'),music,nb,0,1,0,11,55,5,1,2,0.0,1.0913490623109496,0.6960950764006791,-16.14635857,1.7555588013887174e-17,4.0
293,Synset('b-flat_clarinet.n.01'),music,nb,0,1,0,13,41,14,2,1,0.0,1.2897761645493042,0.5189072387714153,-19.34743888,1.7555588013887174e-17,1e-10
294,Synset('baby_grand.n.01'),music,nb,0,1,0,11,19,10,6,1,0.0,1.0913490623109496,0.2404692082111436,-18.13021811,1.7555588013887174e-17,1e-10
295,Synset('bagpipe.n.01'),music,b,1,1,2,10,96,7,1,1,7.809523809523809,0.9921355111917723,1.2150023151720943,-15.28119441,1.7555588013887174e-17,23.0
296,Synset('balalaika.n.01'),music,b,0,1,0,10,66,9,1,1,0.0,0.9921355111917723,0.8353140916808149,-17.5024894,1.7555588013887174e-17,4.0
297,Synset('bandoneon.n.01'),music,nb,0,1,0,11,45,9,1,1,0.0,1.0913490623109496,0.5695323352369193,-18.36008601,1.7555588013887174e-17,1e-10
298,Synset('banjo.n.01'),music,b,0,1,1,9,79,5,1,1,3.9047619047619047,0.8929219600725952,0.9998456551937028,-14.11782136,1.1586688089165531e-05,40.0
299,Synset('baritone.n.03'),music,b,0,1,0,10,39,8,2,4,0.0,0.9921355111917723,0.4935946905386633,-14.89071921,1.7555588013887174e-17,80.0
300,Synset('bass_clarinet.n.01'),music,nb,0,1,0,13,67,13,1,1,0.0,1.2897761645493042,0.8479703657971909,-17.00639286,1.7555588013887174e-17,1e-10
301,Synset('bass_drum.n.01'),music,nb,0,1,0,10,75,9,2,1,0.0,0.9921355111917723,0.9492205587281988,-16.40828838,1.7555588013887174e-17,1e-10
302,Synset('bass_horn.n.01'),music,b,2,2,0,9,32,4,3,1,0.0,0.8929219600725952,0.4050007717240315,-16.4423387,8.777794006943587e-07,53.0
303,Synset('bass.n.07'),music,nb,6,1,0,8,67,4,1,9,0.0,0.793708408953418,0.8479703657971909,-11.95208266,1.7555588013887174e-17,1451.0
304,Synset('basset_horn.n.01'),music,nb,0,1,0,13,67,11,1,1,0.0,1.2897761645493042,0.8479703657971909,-18.00441229,1.7555588013887174e-17,1e-10
305,Synset('beating-reed_instrument.n.01'),music,nb,21,1,0,10,61,4,3,5,0.0,0.9921355111917723,0.772032721098935,-13.96592817,1.7555588013887174e-17,240.0
306,Synset('bones.n.01'),music,b,0,1,0,9,203,5,4,6,0.0,0.8929219600725952,2.5692236456243247,-12.05775903,2.0891149736525734e-05,2117.0
307,Synset('bongo.n.01'),music,nb,0,1,0,10,35,5,2,2,0.0,0.9921355111917723,0.4429695940731594,-16.86627749,1.7555588013887174e-17,18.0
308,Synset('bowed_stringed_instrument.n.01'),music,nb,11,1,1,9,47,6,2,17,3.9047619047619047,0.8929219600725952,0.5948448834696712,-11.30728351,4.072896419221824e-05,2540.0
309,Synset('brass.n.02'),music,nb,13,1,1,9,143,5,2,7,3.9047619047619047,0.8929219600725952,1.8098471986417657,-12.17014688,8.777794006943587e-07,1307.0
310,Synset('bugle.n.01'),music,b,0,1,0,10,71,5,1,4,0.0,0.9921355111917723,0.8985954622626948,-13.68288737,1.7555588013887174e-17,38.0
311,Synset('cello.n.01'),music,b,0,1,0,10,73,5,2,1,0.0,0.9921355111917723,0.9239080104954468,-14.43586715,8.777794006943587e-07,163.0
312,Synset('chanter.n.01'),music,nb,0,1,1,10,57,7,2,1,3.9047619047619047,0.9921355111917723,0.7214076246334311,-16.40075592,1.7555588013887174e-17,11.0
313,Synset('chordophone.n.01'),music,nb,8,1,0,9,77,11,1,1,0.0,0.8929219600725952,0.9745331069609507,-18.19563658,1.7555588013887174e-17,1e-10
314,Synset('cittern.n.01'),music,nb,0,1,0,10,98,6,5,2,0.0,0.9921355111917723,1.2403148634048464,-15.31133971,1.7555588013887174e-17,4.0
315,Synset('clarinet.n.01'),music,b,3,1,0,12,45,8,1,1,0.0,1.190562613430127,0.5695323352369193,-14.06837004,5.266676404166152e-07,214.0
316,Synset('clarion.n.01'),music,b,0,1,0,10,52,7,1,4,0.0,0.9921355111917723,0.6581262540515511,-14.71439654,1.7555588013887174e-17,24.0
317,Synset('concert_grand.n.01'),music,nb,0,1,0,11,47,13,2,1,0.0,1.0913490623109496,0.5948448834696712,-18.15748824,1.7555588013887174e-17,1e-10
318,Synset('concertina.n.02'),music,b,1,1,0,10,105,10,1,3,0.0,0.9921355111917723,1.3289087822194785,-15.37626011,1.7555588013887174e-17,40.0
319,Synset('contrabassoon.n.01'),music,nb,0,1,0,13,61,13,3,1,0.0,1.2897761645493042,0.772032721098935,-19.22221505,1.7555588013887174e-17,2.0
320,Synset('cornet.n.01'),music,b,1,1,0,10,118,4,4,12,0.0,0.9921355111917723,1.493440345732366,-12.48279691,3.634006718874645e-05,1166.0
321,Synset('diapason.n.01'),music,nb,0,1,0,11,44,8,2,1,0.0,1.0913490623109496,0.5568760611205432,-16.65324754,1.7555588013887174e-17,1.0
